_,station,arr,dep,dwell,runtime,train
3,郴州,13:22,13:28,6,4:17,K 326
4,衡阳,15:10,15:30,20,6:05,K 326
5,安仁,16:32,16:35,3,7:27,K 326
6,攸县南,16:47,16:50,3,7:42,K 326
7,茶陵南,17:06,17:13,7,8:01,K 326
8,炎陵,17:58,18:01,3,8:53,K 326
9,龙市,18:22,18:26,4,9:17,K 326
10,井冈山,18:50,18:57,7,9:45,K 326
11,吉安,20:15,20:21,6,11:10,K 326
12,鹰潭,23:28,23:54,26,14:23,K 326
13,上饶,1:00,1:05,5,15:55,K 326
14,衢州,3:23,3:26,3,18:18,K 326
15,金华,4:22,4:44,22,19:17,K 326
16,武义,5:22,5:24,2,20:17,K 326
17,永康南,5:45,5:48,3,20:40,K 326
18,缙云,6:25,6:27,2,21:20,K 326
19,丽水,6:59,7:01,2,21:54,K 326
20,温州,9:16,-,-,24:11:00,K 326
1,郑州,-,16:38,-,0:00,Z 189
2,许昌,17:22,17:26,4,0:44,Z 189
3,驻马店,18:32,18:35,3,1:54,Z 189
4,信阳,19:29,19:32,3,2:51,Z 189
5,武昌,21:49,22:03,14,5:11,Z 189
6,长沙,1:22,1:30,8,8:44,Z 189
7,郴州,4:57,5:01,4,12:19,Z 189
8,韶关东,6:42,6:45,3,14:04,Z 189
9,广州,9:08,-,-,16:30,Z 189
1,北京西,-,11:49,-,0:00,Z 35
2,郑州,17:35,17:42,7,5:46,Z 35
3,武昌,22:23,22:29,6,10:34,Z 35
4,长沙,1:45,1:53,8,13:56,Z 35
5,广州,9:25,-,-,21:36,Z 35
1,东莞东,-,7:50,-,0:00,K 767
2,广州,9:02,9:29,27,1:12,K 767
3,韶关东,11:49,11:59,10,3:59,K 767
4,乐昌,12:33,12:42,9,4:43,K 767
5,坪石,13:11,13:14,3,5:21,K 767
6,郴州,14:02,14:08,6,6:12,K 767
7,耒阳,15:01,15:11,10,7:11,K 767
8,衡阳,16:04,16:10,6,8:14,K 767
9,衡山,16:41,16:44,3,8:51,K 767
10,长沙,18:29,18:40,11,10:39,K 767
11,岳阳,20:03,20:09,6,12:13,K 767
12,赤壁,21:47,22:07,20,13:57,K 767
13,咸宁,22:34,22:44,10,14:44,K 767
14,武昌,23:36,23:56,20,15:46,K 767
15,十堰,5:32,5:42,10,21:42,K 767
16,白河东,6:39,6:41,2,22:49,K 767
17,蜀河,7:09,7:11,2,23:19,K 767
18,旬阳,7:32,7:34,2,23:42,K 767
19,安康,8:14,8:28,14,24:24:00,K 767
20,汉阴,9:10,9:12,2,25:20:00,K 767
21,石泉县,9:38,9:40,2,25:48:00,K 767
22,西乡,10:09,10:11,2,26:19:00,K 767
23,城固,10:42,10:44,2,26:52:00,K 767
24,汉中,11:20,-,-,27:30:00,K 767
1,深圳,-,8:22,-,0:00,C 7036
2,常平,8:46,8:48,2,0:24,C 7036
3,东莞,8:58,9:00,2,0:36,C 7036
4,广州东,9:31,9:45,14,1:09,C 7036
5,广州,9:55,-,-,1:33,C 7036
1,深圳,-,8:00,-,0:00,K 1348
2,广州,9:47,9:59,12,1:47,K 1348
3,韶关东,12:18,12:24,6,4:18,K 1348
4,郴州,14:08,14:14,6,6:08,K 1348
5,衡阳,15:57,16:04,7,7:57,K 1348
6,长沙,18:17,18:33,16,10:17,K 1348
7,岳阳,19:56,20:02,6,11:56,K 1348
8,赤壁,21:22,21:38,16,13:22,K 1348
9,咸宁,22:05,22:20,15,14:05,K 1348
10,武昌,23:30,23:48,18,15:30,K 1348
11,漯河,3:56,3:59,3,19:56,K 1348
12,郑州,5:31,5:51,20,21:31,K 1348
13,洛阳,7:33,7:39,6,23:33,K 1348
14,渭南,12:17,12:19,2,28:17:00,K 1348
15,西安,13:08,-,-,29:08:00,K 1348
1,广州,-,10:12,-,0:00,C 7037
2,广州东,10:22,10:30,8,0:10,C 7037
3,东莞,10:56,10:58,2,0:44,C 7037
4,常平,11:08,11:10,2,0:56,C 7037
5,樟木头,11:17,11:19,2,1:05,C 7037
6,深圳,11:43,-,-,1:31,C 7037
1,广州,-,10:13,-,0:00,K 9208
2,韶关东,12:31,12:37,6,2:18,K 9208
3,始兴,13:21,13:24,3,3:08,K 9208
4,南雄,13:48,-,-,3:35,K 9208
1,太原,-,23:19,-,0:00,K 237
2,榆次,23:40,23:44,4,0:21,K 237
3,平遥,0:36,0:39,3,1:17,K 237
4,介休,1:00,1:03,3,1:41,K 237
5,霍州,2:06,2:08,2,2:47,K 237
6,临汾,3:04,3:12,8,3:45,K 237
7,侯马,4:00,4:05,5,4:41,K 237
8,运城,5:12,5:17,5,5:53,K 237
9,永济,6:01,6:04,3,6:42,K 237
10,风陵渡,6:40,6:42,2,7:21,K 237
11,孟塬,7:16,7:42,26,7:57,K 237
12,渑池,10:17,10:19,2,10:58,K 237
13,义马,10:31,10:33,2,11:12,K 237
14,洛阳,11:17,11:35,18,11:58,K 237
15,宝丰,13:26,13:33,7,14:07,K 237
16,平顶山,14:13,14:17,4,14:54,K 237
17,漯河,15:30,15:36,6,16:11,K 237
18,驻马店,16:22,16:25,3,17:03,K 237
19,确山,16:41,16:44,3,17:22,K 237
20,信阳,17:33,17:44,11,18:14,K 237
21,广水,18:37,18:40,3,19:18,K 237
22,孝感,19:31,19:34,3,20:12,K 237
23,武昌,20:37,21:05,28,21:18,K 237
24,咸宁,21:52,22:02,10,22:33,K 237
25,赤壁,22:35,22:40,5,23:16,K 237
26,长沙,1:32,1:43,11,26:13:00,K 237
27,衡阳,3:54,4:00,6,28:35:00,K 237
28,郴州,5:40,5:45,5,30:21:00,K 237
29,韶关东,7:29,7:37,8,32:10:00,K 237
30,广州,10:14,10:36,22,34:55:00,K 237
31,深圳西,13:06,-,-,37:47:00,K 237
1,长春,-,21:24,-,0:00,T 122
2,四平,22:29,22:31,2,1:05,T 122
3,沈阳北,0:09,0:16,7,2:45,T 122
4,山海关,4:00,4:06,6,6:36,T 122
5,秦皇岛,4:28,4:31,3,7:04,T 122
6,滦县,5:27,5:58,31,8:03,T 122
7,唐山,6:43,6:45,2,9:19,T 122
8,天津,8:01,8:24,23,10:37,T 122
9,霸州,10:02,10:04,2,12:38,T 122
10,徐水,10:47,10:49,2,13:23,T 122
11,保定,11:05,11:11,6,13:41,T 122
12,石家庄,12:30,12:36,6,15:06,T 122
13,邯郸,14:04,14:08,4,16:40,T 122
14,新乡,15:52,15:54,2,18:28,T 122
15,郑州,16:44,17:04,20,19:20,T 122
16,驻马店,18:57,18:59,2,21:33,T 122
17,信阳,19:55,20:13,18,22:31,T 122
18,孝感,21:44,21:49,5,24:20:00,T 122
19,武昌,22:54,23:20,26,25:30:00,T 122
20,岳阳,1:23,1:26,3,27:59:00,T 122
21,长沙,2:49,2:56,7,29:25:00,T 122
22,衡阳,4:48,4:53,5,31:24:00,T 122
23,郴州,6:31,6:35,4,33:07:00,T 122
24,广州,10:38,-,-,37:14:00,T 122
1,包头,-,17:14,-,0:00,K 598
2,包头东,17:29,17:32,3,0:15,K 598
3,呼和浩特,18:59,19:08,9,1:45,K 598
4,呼和浩特东,19:20,19:32,12,2:06,K 598
5,集宁南,20:57,21:07,10,3:43,K 598
6,丰镇,22:07,22:10,3,4:53,K 598
7,大同,22:52,23:03,11,5:38,K 598
8,张家口,1:25,1:33,8,8:11,K 598
9,北京西,4:44,5:14,30,11:30,K 598
10,高碑店,6:09,6:11,2,12:55,K 598
11,保定,6:49,6:55,6,13:35,K 598
12,石家庄,8:21,8:35,14,15:07,K 598
13,邢台,9:38,9:42,4,16:24,K 598
14,沙河市,9:59,10:01,2,16:45,K 598
15,邯郸,10:28,10:33,5,17:14,K 598
16,安阳,11:26,11:30,4,18:12,K 598
17,新乡,12:35,12:43,8,19:21,K 598
18,郑州,14:20,14:40,20,21:06,K 598
19,信阳,18:03,18:07,4,24:49:00,K 598
20,广水,18:54,18:59,5,25:40:00,K 598
21,花园,19:32,19:43,11,26:18:00,K 598
22,武昌,21:14,21:44,30,28:00:00,K 598
23,岳阳,0:44,0:47,3,31:30:00,K 598
24,长沙,2:16,2:22,6,33:02:00,K 598
25,衡阳,4:30,4:38,8,35:16:00,K 598
26,郴州,6:18,6:24,6,37:04:00,K 598
27,韶关东,8:11,8:23,12,38:57:00,K 598
28,广州,10:46,-,-,41:32:00,K 598
1,深圳东,-,9:08,-,0:00,Z 230
2,广州,10:35,10:47,12,1:27,Z 230
3,韶关东,13:03,13:09,6,3:55,Z 230
4,衡阳,16:31,16:37,6,7:23,Z 230
5,长沙,18:35,18:58,23,9:27,Z 230
6,岳阳,20:16,20:24,8,11:08,Z 230
7,武昌,22:32,22:54,22,13:24,Z 230
8,南阳,3:34,4:01,27,18:26,Z 230
9,西安,9:05,9:12,7,23:57,Z 230
10,宝鸡,10:45,11:08,23,25:37:00,Z 230
11,天水,12:42,-,-,27:34:00,Z 230
1,南京,-,7:45,-,0:00,T 151
2,马鞍山,8:49,8:52,3,1:04,T 151
3,芜湖,9:29,9:35,6,1:44,T 151
4,宣城,10:28,10:40,12,2:43,T 151
5,绩溪县,14:39,14:45,6,6:54,T 151
6,歙县,15:43,15:46,3,7:58,T 151
7,黄山,16:16,16:20,4,8:31,T 151
8,祁门,17:57,18:00,3,10:12,T 151
9,景德镇,19:44,19:50,6,11:59,T 151
10,乐平市,20:29,20:34,5,12:44,T 151
11,万年,21:02,21:10,8,13:17,T 151
12,鹰潭,22:22,22:43,21,14:37,T 151
13,衡阳,4:42,4:59,17,20:57,T 151
14,郴州,6:39,6:43,4,22:54,T 151
15,韶关东,8:27,8:33,6,24:42:00,T 151
16,广州,10:57,-,-,27:12:00,T 151
1,广州,-,10:58,-,0:00,K 192
2,韶关东,13:24,13:30,6,2:26,K 192
3,郴州,15:14,15:20,6,4:16,K 192
4,衡阳,17:03,17:15,12,6:05,K 192
5,怀化南,21:38,21:48,10,10:40,K 192
6,铜仁,23:18,23:24,6,12:20,K 192
7,秀山,0:44,0:50,6,13:46,K 192
8,重庆北,5:38,6:06,28,18:40,K 192
9,潼南,7:13,7:17,4,20:15,K 192
10,成都,9:22,-,-,22:24,K 192
1,深圳,-,9:51,-,0:00,C 7020
2,平湖,10:02,10:04,2,0:11,C 7020
3,樟木头,10:15,10:17,2,0:24,C 7020
4,常平,10:24,10:33,9,0:33,C 7020
5,东莞,10:43,10:45,2,0:52,C 7020
6,广州东,11:16,11:19,3,1:25,C 7020
7,广州,11:29,-,-,1:38,C 7020
1,广州,-,11:40,-,0:00,Z 264
2,郴州,15:31,15:34,3,3:51,Z 264
3,长沙,19:06,19:12,6,7:26,Z 264
4,武昌,22:38,23:00,22,10:58,Z 264
5,郑州,3:40,3:46,6,16:00,Z 264
6,西安,9:46,9:54,8,22:06,Z 264
7,兰州,16:43,16:58,15,29:03:00,Z 264
8,西宁,19:20,19:40,20,31:40:00,Z 264
9,德令哈,0:03,0:05,2,36:23:00,Z 264
10,格尔木,2:33,2:58,25,38:53:00,Z 264
11,安多,11:15,11:19,4,47:35:00,Z 264
12,那曲,12:38,12:44,6,48:58:00,Z 264
13,拉萨,16:56,-,-,53:16:00,Z 264
1,兰州,-,21:04,-,0:00,K 228
2,定西,22:22,22:25,3,1:18,K 228
3,陇西,23:19,23:22,3,2:15,K 228
4,武山,23:47,23:49,2,2:43,K 228
5,甘谷,0:21,0:23,2,3:17,K 228
6,天水,1:42,1:46,4,4:38,K 228
7,宝鸡,4:30,4:38,8,7:26,K 228
8,咸阳,6:07,6:10,3,9:03,K 228
9,西安,6:33,6:43,10,9:29,K 228
10,渭南,7:21,7:31,10,10:17,K 228
11,华州,7:56,7:59,3,10:52,K 228
12,华山,8:34,8:38,4,11:30,K 228
13,潼关,9:03,9:10,7,11:59,K 228
14,灵宝,10:11,10:14,3,13:07,K 228
15,三门峡,10:56,10:59,3,13:52,K 228
16,渑池,11:50,11:52,2,14:46,K 228
17,新安县,12:26,12:28,2,15:22,K 228
18,洛阳,12:57,13:00,3,15:53,K 228
19,巩义,13:41,13:43,2,16:37,K 228
20,郑州,14:51,15:06,15,17:47,K 228
21,长葛,15:50,15:54,4,18:46,K 228
22,许昌,16:11,16:15,4,19:07,K 228
23,临颍,16:33,16:36,3,19:29,K 228
24,漯河,17:02,17:16,14,19:58,K 228
25,西平,17:34,17:37,3,20:30,K 228
26,驻马店,18:08,18:11,3,21:04,K 228
27,确山,18:28,18:31,3,21:24,K 228
28,信阳,19:19,19:23,4,22:15,K 228
29,广水,20:10,20:19,9,23:06,K 228
30,孝感,21:10,21:13,3,24:06:00,K 228
31,武昌,22:37,23:00,23,25:33:00,K 228
32,岳阳,1:56,2:01,5,28:52:00,K 228
33,长沙,3:30,3:40,10,30:26:00,K 228
34,衡阳,5:39,5:45,6,32:35:00,K 228
35,郴州,7:25,7:29,4,34:21:00,K 228
36,韶关东,9:13,9:19,6,36:09:00,K 228
37,广州,11:43,-,-,38:39:00,K 228
1,广州,-,11:44,-,0:00,C 7021
2,广州东,11:54,12:05,11,0:10,C 7021
3,东莞,12:31,12:33,2,0:47,C 7021
4,常平,12:43,12:45,2,0:59,C 7021
5,平湖,13:01,13:03,2,1:17,C 7021
6,深圳,13:17,-,-,1:33,C 7021
1,十堰,-,17:00,-,0:00,K 644
2,武当山,17:18,17:21,3,0:18,K 644
3,谷城,18:15,18:18,3,1:15,K 644
4,襄州,19:16,19:30,14,2:16,K 644
5,枣阳,20:06,20:12,6,3:06,K 644
6,随州,21:04,21:16,12,4:04,K 644
7,安陆,21:52,21:57,5,4:52,K 644
8,云梦,22:14,22:19,5,5:14,K 644
9,武昌,23:37,23:55,18,6:37,K 644
10,岳阳,2:07,2:10,3,9:07,K 644
11,长沙,3:38,3:46,8,10:38,K 644
12,衡阳,5:45,5:51,6,12:45,K 644
13,郴州,7:31,7:35,4,14:31,K 644
14,韶关东,9:19,9:25,6,16:19,K 644
15,广州,11:52,-,-,18:52,K 644
1,深圳东,-,9:50,-,0:00,K 9260
2,广州,11:38,11:55,17,1:48,K 9260
3,韶关东,14:14,14:17,3,4:24,K 9260
4,衡阳,17:47,18:09,22,7:57,K 9260
5,湘潭,19:57,20:05,8,10:07,K 9260
6,娄底,21:12,21:22,10,11:22,K 9260
7,怀化,2:16,-,-,16:26,K 9260
1,连云港东,-,11:17,-,0:00,K 304
2,连云港,11:45,11:49,4,0:28,K 304
3,东海县,12:16,12:20,4,0:59,K 304
4,新沂,12:50,12:55,5,1:33,K 304
5,邳州,13:19,13:22,3,2:02,K 304
6,徐州,14:33,14:58,25,3:16,K 304
7,萧县,15:33,15:37,4,4:16,K 304
8,淮北,15:58,16:03,5,4:41,K 304
9,涡阳,16:53,16:58,5,5:36,K 304
10,阜阳,17:53,18:20,27,6:36,K 304
11,潢川,20:21,20:24,3,9:04,K 304
12,光山,20:39,20:41,2,9:22,K 304
13,麻城,21:43,21:49,6,10:26,K 304
14,黄州,22:29,22:31,2,11:12,K 304
15,蕲春,23:12,23:19,7,11:55,K 304
16,南昌,1:37,1:55,18,14:20,K 304
17,赣州,6:30,6:53,23,19:13,K 304
18,大余,7:55,7:58,3,20:38,K 304
19,始兴,8:38,8:41,3,21:21,K 304
20,韶关东,9:31,9:37,6,22:14,K 304
21,广州,12:06,-,-,24:49:00,K 304
1,深圳,-,9:52,-,0:00,K 486
2,广州,11:50,12:08,18,1:58,K 486
3,韶关东,14:27,14:35,8,4:35,K 486
4,郴州,16:19,16:24,5,6:27,K 486
5,衡阳,18:09,18:18,9,8:17,K 486
6,怀化南,22:00,22:13,13,12:08,K 486
7,重庆北,7:05,7:34,29,21:13,K 486
8,合川,8:13,8:18,5,22:21,K 486
9,遂宁,9:21,9:24,3,23:29,K 486
10,大英东,9:47,9:59,12,23:55,K 486
11,成都东,11:11,-,-,25:19:00,K 486
1,重庆北,-,13:50,-,0:00,K 201
2,涪陵,15:00,15:04,4,1:10,K 201
3,武隆,16:01,16:05,4,2:11,K 201
4,彭水,16:47,16:52,5,2:57,K 201
5,黔江,17:45,17:50,5,3:55,K 201
6,秀山,19:22,19:28,6,5:32,K 201
7,铜仁,20:54,21:00,6,7:04,K 201
8,怀化,22:06,22:14,8,8:16,K 201
9,衡阳,5:59,6:05,6,16:09,K 201
10,郴州,7:45,7:51,6,17:55,K 201
11,韶关东,9:37,9:43,6,19:47,K 201
12,广州,12:30,-,-,22:40,K 201
1,石家庄,-,16:45,-,0:00,Z 89
2,邢台,17:32,17:37,5,0:47,Z 89
3,邯郸,18:10,18:15,5,1:25,Z 89
4,郑州,20:27,20:34,7,3:42,Z 89
5,许昌,21:16,21:18,2,4:31,Z 89
6,武昌,1:18,1:36,18,8:33,Z 89
7,长沙,4:51,4:57,6,12:06,Z 89
8,郴州,8:24,8:27,3,15:39,Z 89
9,广州,12:50,-,-,20:05,Z 89
1,惠州,-,10:35,-,0:00,K 1173
2,东莞东,11:19,11:25,6,0:44,K 1173
3,广州,12:32,12:52,20,1:57,K 1173
4,韶关东,15:10,15:16,6,4:35,K 1173
5,坪石,16:14,16:17,3,5:39,K 1173
6,衡阳,18:53,18:59,6,8:18,K 1173
7,邵阳,20:41,20:47,6,10:06,K 1173
8,怀化南,22:26,22:36,10,11:51,K 1173
9,重庆北,6:30,7:01,31,19:55,K 1173
10,达州,9:32,9:44,12,22:57,K 1173
11,开江,10:50,10:55,5,24:15:00,K 1173
12,梁平,11:32,11:38,6,24:57:00,K 1173
13,万州,13:26,-,-,26:51:00,K 1173
1,广州,-,13:00,-,0:00,T 370
2,韶关东,15:17,15:33,16,2:17,T 370
3,郴州,17:12,17:16,4,4:12,T 370
4,衡阳,19:01,19:05,4,6:01,T 370
5,长沙,21:16,21:26,10,8:16,T 370
6,岳阳,22:45,22:49,4,9:45,T 370
7,武昌,1:01,1:26,25,12:01,T 370
8,孝感,2:23,2:26,3,13:23,T 370
9,信阳,3:57,4:00,3,14:57,T 370
10,驻马店,4:51,4:53,2,15:51,T 370
11,许昌,6:11,6:14,3,17:11,T 370
12,郑州,7:05,7:28,23,18:05,T 370
13,新乡,8:19,8:21,2,19:19,T 370
14,邯郸,9:53,10:03,10,20:53,T 370
15,邢台,10:31,10:33,2,21:31,T 370
16,元氏,11:13,11:29,16,22:13,T 370
17,石家庄,11:56,12:02,6,22:56,T 370
18,保定,13:16,13:21,5,24:16:00,T 370
19,白洋淀,13:48,13:50,2,24:48:00,T 370
20,霸州,14:19,14:52,33,25:19:00,T 370
21,天津,16:27,16:37,10,27:27:00,T 370
22,唐山,18:04,18:07,3,29:04:00,T 370
23,山海关,20:34,20:41,7,31:34:00,T 370
24,绥中,21:25,21:28,3,32:25:00,T 370
25,兴城,21:57,22:00,3,32:57:00,T 370
26,葫芦岛,22:18,22:23,5,33:18:00,T 370
27,锦州,23:04,23:23,19,34:04:00,T 370
28,盘锦,0:22,0:36,14,35:22:00,T 370
29,大石桥,2:34,2:37,3,37:34:00,T 370
30,熊岳城,3:19,3:22,3,38:19:00,T 370
31,瓦房店,4:12,4:15,3,39:12:00,T 370
32,普兰店,4:35,4:38,3,39:35:00,T 370
33,金州,5:18,5:33,15,40:18:00,T 370
34,大连,6:07,-,-,41:07:00,T 370
1,广州,-,13:06,-,0:00,K 302
2,韶关东,15:24,15:30,6,2:18,K 302
3,赣州,18:00,18:26,26,4:54,K 302
4,泰和,20:01,20:04,3,6:55,K 302
5,吉安,20:27,20:31,4,7:21,K 302
6,南昌,22:55,23:19,24,9:49,K 302
7,九江,0:36,0:44,8,11:30,K 302
8,麻城,3:05,3:16,11,13:59,K 302
9,潢川,4:50,4:54,4,15:44,K 302
10,阜阳,6:14,6:30,16,17:08,K 302
11,涡阳,7:21,7:26,5,18:15,K 302
12,淮北,8:28,8:33,5,19:22,K 302
13,萧县,8:56,9:01,5,19:50,K 302
14,徐州,9:47,-,-,20:41,K 302
1,广州,-,13:15,-,0:00,K 814
2,韶关东,15:33,15:39,6,2:18,K 814
3,衡阳,19:12,19:20,8,5:57,K 814
4,湘潭,21:17,21:23,6,8:02,K 814
5,娄底,22:30,22:36,6,9:15,K 814
6,怀化,2:50,3:02,12,13:35,K 814
7,秀山,6:02,6:10,8,16:47,K 814
8,黔江,7:51,7:59,8,18:36,K 814
9,彭水,8:44,8:48,4,19:29,K 814
10,武隆,9:21,9:27,6,20:06,K 814
11,涪陵,10:26,10:30,4,21:11,K 814
12,重庆北,12:02,12:33,31,22:47,K 814
13,广安,13:52,13:57,5,24:37:00,K 814
14,渠县,14:28,14:33,5,25:13:00,K 814
15,达州,15:55,-,-,26:40:00,K 814
1,西安,-,9:53,-,0:00,K 84
2,临潼,10:15,10:18,3,0:22,K 84
3,渭南,10:37,10:50,13,0:44,K 84
4,潼关,11:51,11:53,2,1:58,K 84
5,洛阳,15:20,15:26,6,5:27,K 84
6,汝州,16:48,16:53,5,6:55,K 84
7,平顶山,18:07,18:11,4,8:14,K 84
8,漯河,19:37,19:43,6,9:44,K 84
9,驻马店,20:22,20:25,3,10:29,K 84
10,信阳,21:24,21:29,5,11:31,K 84
11,孝感,23:08,23:11,3,13:15,K 84
12,武昌,0:14,0:53,39,14:21,K 84
13,岳阳,3:10,3:14,4,17:17,K 84
14,长沙,4:44,5:09,25,18:51,K 84
15,衡阳,7:08,7:13,5,21:15,K 84
16,郴州,8:54,8:59,5,23:01,K 84
17,广州,13:26,-,-,27:33:00,K 84
1,惠州,-,11:15,-,0:00,K 9223
2,东莞东,11:59,12:05,6,0:44,K 9223
3,广州,13:13,13:33,20,1:58,K 9223
4,韶关东,15:51,15:59,8,4:36,K 9223
5,郴州,17:41,17:46,5,6:26,K 9223
6,衡阳,19:30,19:35,5,8:15,K 9223
7,长沙,21:38,-,-,10:23,K 9223
1,广州,-,13:40,-,0:00,Z 90
2,郴州,17:32,17:36,4,3:52,Z 90
3,长沙,21:10,21:20,10,7:30,Z 90
4,岳阳,22:38,22:42,4,8:58,Z 90
5,武昌,0:51,1:11,20,11:11,Z 90
6,郑州,5:51,5:57,6,16:11,Z 90
7,新乡,6:45,6:54,9,17:05,Z 90
8,邯郸,8:20,8:25,5,18:40,Z 90
9,邢台,8:55,8:58,3,19:15,Z 90
10,石家庄,10:02,-,-,20:22,Z 90
1,银川,-,21:28,-,0:00,K 1295
2,青铜峡,22:32,22:34,2,1:04,K 1295
3,中宁,23:26,23:30,4,1:58,K 1295
4,中卫,0:11,0:28,17,2:43,K 1295
5,同心,1:55,2:01,6,4:27,K 1295
6,固原,3:39,3:53,14,6:11,K 1295
7,平凉,5:33,5:44,11,8:05,K 1295
8,陇县,7:37,7:41,4,10:09,K 1295
9,蔡家坡,10:02,10:04,2,12:34,K 1295
10,杨陵,10:32,10:35,3,13:04,K 1295
11,武功,10:45,10:47,2,13:17,K 1295
12,兴平,11:06,11:09,3,13:38,K 1295
13,咸阳,11:27,11:30,3,13:59,K 1295
14,西安,11:53,12:13,20,14:25,K 1295
15,渭南西,12:54,12:58,4,15:26,K 1295
16,商洛,14:15,14:19,4,16:47,K 1295
17,商南,15:44,15:48,4,18:16,K 1295
18,西峡,16:38,16:44,6,19:10,K 1295
19,内乡,17:12,17:15,3,19:44,K 1295
20,镇平,17:37,17:40,3,20:09,K 1295
21,南阳,18:14,18:53,39,20:46,K 1295
22,襄州,20:44,20:55,11,23:16,K 1295
23,随州,22:16,22:19,3,24:48:00,K 1295
24,安陆,22:55,22:58,3,25:27:00,K 1295
25,武昌,0:21,0:45,24,26:53:00,K 1295
26,岳阳,3:17,3:20,3,29:49:00,K 1295
27,长沙,5:01,5:15,14,31:33:00,K 1295
28,衡阳,7:14,7:20,6,33:46:00,K 1295
29,郴州,9:01,9:06,5,35:33:00,K 1295
30,韶关东,10:50,10:56,6,37:22:00,K 1295
31,广州,13:41,-,-,40:13:00,K 1295
1,东莞东,-,12:14,-,0:00,K 777
2,东莞,12:32,12:35,3,0:18,K 777
3,广州,13:28,13:48,20,1:14,K 777
4,乐昌,16:39,16:42,3,4:25,K 777
5,坪石,17:10,17:13,3,4:56,K 777
6,衡阳,19:40,19:48,8,7:26,K 777
7,怀化南,23:40,23:54,14,11:26,K 777
8,武隆,6:37,6:50,13,18:23,K 777
9,涪陵,7:49,8:01,12,19:35,K 777
10,重庆北,9:46,10:25,39,21:32,K 777
11,南充北,12:08,12:15,7,23:54,K 777
12,苍溪,14:02,14:06,4,25:48:00,K 777
13,广元,15:03,15:14,11,26:49:00,K 777
14,陇南,16:56,17:00,4,28:42:00,K 777
15,渭源,19:32,19:53,21,31:18:00,K 777
16,兰州,21:22,21:44,22,33:08:00,K 777
17,兰州西,21:56,-,-,33:42:00,K 777
1,深圳,-,12:32,-,0:00,C 7076
2,平湖,12:43,12:45,2,0:11,C 7076
3,常平,13:00,13:02,2,0:28,C 7076
4,东莞,13:12,13:14,2,0:40,C 7076
5,广州东,13:45,13:51,6,1:13,C 7076
6,广州,14:01,-,-,1:29,C 7076
1,洛阳,-,15:12,-,0:00,K 758
2,汝州,16:36,16:40,4,1:24,K 758
3,宝丰,17:10,17:15,5,1:58,K 758
4,鲁山,17:35,17:38,3,2:23,K 758
5,南召,18:15,18:18,3,3:03,K 758
6,南阳,19:00,19:04,4,3:48,K 758
7,邓州,19:49,19:53,4,4:37,K 758
8,襄州,20:55,21:06,11,5:43,K 758
9,随州,22:27,22:33,6,7:15,K 758
10,安陆,23:09,23:12,3,7:57,K 758
11,武昌,0:50,1:12,22,9:38,K 758
12,岳阳,3:44,3:47,3,12:32,K 758
13,长沙,5:15,5:21,6,14:03,K 758
14,衡阳,7:20,7:26,6,16:08,K 758
15,郴州,9:07,9:12,5,17:55,K 758
16,坪石,9:59,10:02,3,18:47,K 758
17,乐昌,10:31,10:34,3,19:19,K 758
18,韶关东,11:08,11:14,6,19:56,K 758
19,广州,14:07,-,-,22:55,K 758
1,宁波,-,15:03,-,0:00,K 212
2,余姚,15:46,15:50,4,0:43,K 212
3,上虞,16:14,16:18,4,1:11,K 212
4,绍兴,16:40,16:44,4,1:37,K 212
5,杭州,18:10,18:30,20,3:07,K 212
6,诸暨,19:26,19:36,10,4:23,K 212
7,义乌,20:02,20:06,4,4:59,K 212
8,金华,21:01,21:07,6,5:58,K 212
9,衢州,22:03,22:07,4,7:00,K 212
10,江山,22:27,22:30,3,7:24,K 212
11,玉山,23:21,23:34,13,8:18,K 212
12,上饶,23:56,0:01,5,8:53,K 212
13,鹰潭,1:08,1:14,6,10:05,K 212
14,吉安,4:28,4:33,5,13:25,K 212
15,赣州,6:53,7:18,25,15:50,K 212
16,大余,8:31,8:35,4,17:28,K 212
17,南雄,9:14,9:17,3,18:11,K 212
18,始兴,9:37,9:40,3,18:34,K 212
19,韶关东,10:56,11:02,6,19:53,K 212
20,英德,11:56,11:59,3,20:53,K 212
21,源潭,12:41,12:50,9,21:38,K 212
22,广州,14:13,-,-,23:10,K 212
1,广州,-,14:17,-,0:00,C 7077
2,广州东,14:27,14:39,12,0:10,C 7077
3,东莞,15:05,15:07,2,0:48,C 7077
4,常平,15:17,15:19,2,1:00,C 7077
5,平湖,15:35,15:37,2,1:18,C 7077
6,深圳,15:51,-,-,1:34,C 7077
1,广州,-,14:20,-,0:00,K 1008
2,韶关东,16:44,16:50,6,2:24,K 1008
3,乐昌,17:24,17:27,3,3:04,K 1008
4,坪石,17:59,18:02,3,3:39,K 1008
5,郴州,18:50,18:56,6,4:30,K 1008
6,衡阳,20:42,20:48,6,6:22,K 1008
7,长沙,22:53,23:13,20,8:33,K 1008
8,岳阳,0:36,1:13,37,10:16,K 1008
9,武昌,5:20,5:51,31,15:00,K 1008
10,孝感,6:52,6:59,7,16:32,K 1008
11,花园,7:20,7:38,18,17:00,K 1008
12,广水,8:10,8:20,10,17:50,K 1008
13,信阳,9:11,9:14,3,18:51,K 1008
14,确山,10:04,10:31,27,19:44,K 1008
