_,station,arr,dep,dwell,runtime,train,line
7,花城街,14:16,14:17,1,0:50,C 4812,广东城际200km/h
8,花山镇,14:21,14:22,1,0:55,C 4812,广东城际200km/h
9,白云机场北,14:29,-,5,1:03,C 4812,广东城际200km/h
1,白云机场北,-,15:04,5,0:00,C 4814,广东城际200km/h
2,花山镇,15:10,15:11,1,0:06,C 4814,广东城际200km/h
3,花城街,15:15,15:16,1,0:11,C 4814,广东城际200km/h
4,花都,15:24,15:33,9,0:20,C 4814,广东城际200km/h
5,乐同,15:39,15:40,1,0:35,C 4814,广东城际200km/h
6,狮岭,15:45,15:46,1,0:41,C 4814,广东城际200km/h
7,银盏,15:54,15:55,1,0:50,C 4814,广东城际200km/h
8,龙塘镇,16:00,16:01,1,0:56,C 4814,广东城际200km/h
9,清城,16:06,-,5,1:02,C 4814,广东城际200km/h
1,清城,-,14:00,5,0:00,C 4816,广东城际200km/h
2,龙塘镇,14:05,14:06,1,0:05,C 4816,广东城际200km/h
3,银盏,14:12,14:13,1,0:12,C 4816,广东城际200km/h
4,狮岭,14:20,14:21,1,0:20,C 4816,广东城际200km/h
5,乐同,14:26,14:27,1,0:26,C 4816,广东城际200km/h
6,花都,14:33,14:42,9,0:33,C 4816,广东城际200km/h
7,花城街,14:50,14:51,1,0:50,C 4816,广东城际200km/h
8,花山镇,14:55,14:56,1,0:55,C 4816,广东城际200km/h
9,白云机场北,15:03,-,5,1:03,C 4816,广东城际200km/h
1,白云机场北,-,15:38,5,0:00,C 4818,广东城际200km/h
2,花山镇,15:44,15:45,1,0:06,C 4818,广东城际200km/h
3,花城街,15:49,15:50,1,0:11,C 4818,广东城际200km/h
4,花都,15:58,16:07,9,0:20,C 4818,广东城际200km/h
5,乐同,16:13,16:14,1,0:35,C 4818,广东城际200km/h
6,狮岭,16:19,16:20,1,0:41,C 4818,广东城际200km/h
7,银盏,16:28,16:29,1,0:50,C 4818,广东城际200km/h
8,龙塘镇,16:34,16:35,1,0:56,C 4818,广东城际200km/h
9,清城,16:40,-,5,1:02,C 4818,广东城际200km/h
1,清城,-,14:34,5,0:00,C 4820,广东城际200km/h
2,龙塘镇,14:39,14:40,1,0:05,C 4820,广东城际200km/h
3,银盏,14:46,14:47,1,0:12,C 4820,广东城际200km/h
4,狮岭,14:54,14:55,1,0:20,C 4820,广东城际200km/h
5,乐同,15:00,15:01,1,0:26,C 4820,广东城际200km/h
6,花都,15:07,15:16,9,0:33,C 4820,广东城际200km/h
7,花城街,15:24,15:25,1,0:50,C 4820,广东城际200km/h
8,花山镇,15:29,15:30,1,0:55,C 4820,广东城际200km/h
9,白云机场北,15:37,-,5,1:03,C 4820,广东城际200km/h
1,白云机场北,-,16:12,5,0:00,C 4822,广东城际200km/h
2,花山镇,16:18,16:19,1,0:06,C 4822,广东城际200km/h
3,花城街,16:23,16:24,1,0:11,C 4822,广东城际200km/h
4,花都,16:32,16:41,9,0:20,C 4822,广东城际200km/h
5,乐同,16:47,16:48,1,0:35,C 4822,广东城际200km/h
6,狮岭,16:53,16:54,1,0:41,C 4822,广东城际200km/h
7,银盏,17:02,17:03,1,0:50,C 4822,广东城际200km/h
8,龙塘镇,17:08,17:09,1,0:56,C 4822,广东城际200km/h
9,清城,17:14,-,5,1:02,C 4822,广东城际200km/h
1,清城,-,15:07,5,0:00,C 4824,广东城际200km/h
2,龙塘镇,15:12,15:13,1,0:05,C 4824,广东城际200km/h
3,银盏,15:19,15:20,1,0:12,C 4824,广东城际200km/h
4,狮岭,15:27,15:28,1,0:20,C 4824,广东城际200km/h
5,乐同,15:33,15:34,1,0:26,C 4824,广东城际200km/h
6,花都,15:40,15:49,9,0:33,C 4824,广东城际200km/h
7,花城街,15:57,15:58,1,0:50,C 4824,广东城际200km/h
8,花山镇,16:02,16:03,1,0:55,C 4824,广东城际200km/h
9,白云机场北,16:10,-,5,1:03,C 4824,广东城际200km/h
1,白云机场北,-,16:46,5,0:00,C 4826,广东城际200km/h
2,花山镇,16:52,16:53,1,0:06,C 4826,广东城际200km/h
3,花城街,16:57,16:58,1,0:11,C 4826,广东城际200km/h
4,花都,17:06,17:15,9,0:20,C 4826,广东城际200km/h
5,乐同,17:21,17:22,1,0:35,C 4826,广东城际200km/h
6,狮岭,17:27,17:28,1,0:41,C 4826,广东城际200km/h
7,银盏,17:36,17:37,1,0:50,C 4826,广东城际200km/h
8,龙塘镇,17:42,17:43,1,0:56,C 4826,广东城际200km/h
9,清城,17:48,-,5,1:02,C 4826,广东城际200km/h
1,清城,-,15:42,5,0:00,C 4828,广东城际200km/h
2,龙塘镇,15:47,15:48,1,0:05,C 4828,广东城际200km/h
3,银盏,15:54,15:55,1,0:12,C 4828,广东城际200km/h
4,狮岭,16:02,16:03,1,0:20,C 4828,广东城际200km/h
5,乐同,16:08,16:09,1,0:26,C 4828,广东城际200km/h
6,花都,16:15,16:24,9,0:33,C 4828,广东城际200km/h
7,花城街,16:32,16:33,1,0:50,C 4828,广东城际200km/h
8,花山镇,16:37,16:38,1,0:55,C 4828,广东城际200km/h
9,白云机场北,16:45,-,5,1:03,C 4828,广东城际200km/h
1,白云机场北,-,17:20,5,0:00,C 4830,广东城际200km/h
2,花山镇,17:26,17:27,1,0:06,C 4830,广东城际200km/h
3,花城街,17:31,17:32,1,0:11,C 4830,广东城际200km/h
4,花都,17:40,17:49,9,0:20,C 4830,广东城际200km/h
5,乐同,17:55,17:56,1,0:35,C 4830,广东城际200km/h
6,狮岭,18:01,18:02,1,0:41,C 4830,广东城际200km/h
7,银盏,18:10,18:11,1,0:50,C 4830,广东城际200km/h
8,龙塘镇,18:16,18:17,1,0:56,C 4830,广东城际200km/h
9,清城,18:22,-,5,1:02,C 4830,广东城际200km/h
1,清城,-,16:16,5,0:00,C 4832,广东城际200km/h
2,龙塘镇,16:21,16:22,1,0:05,C 4832,广东城际200km/h
3,银盏,16:28,16:29,1,0:12,C 4832,广东城际200km/h
4,狮岭,16:36,16:37,1,0:20,C 4832,广东城际200km/h
5,乐同,16:42,16:43,1,0:26,C 4832,广东城际200km/h
6,花都,16:49,16:58,9,0:33,C 4832,广东城际200km/h
7,花城街,17:06,17:07,1,0:50,C 4832,广东城际200km/h
8,花山镇,17:11,17:12,1,0:55,C 4832,广东城际200km/h
9,白云机场北,17:19,-,5,1:03,C 4832,广东城际200km/h
1,白云机场北,-,17:54,5,0:00,C 4834,广东城际200km/h
2,花山镇,18:00,18:01,1,0:06,C 4834,广东城际200km/h
3,花城街,18:05,18:06,1,0:11,C 4834,广东城际200km/h
4,花都,18:14,18:23,9,0:20,C 4834,广东城际200km/h
5,乐同,18:29,18:30,1,0:35,C 4834,广东城际200km/h
6,狮岭,18:35,18:36,1,0:41,C 4834,广东城际200km/h
7,银盏,18:44,18:45,1,0:50,C 4834,广东城际200km/h
8,龙塘镇,18:50,18:51,1,0:56,C 4834,广东城际200km/h
9,清城,18:56,-,5,1:02,C 4834,广东城际200km/h
1,清城,-,16:50,5,0:00,C 4836,广东城际200km/h
2,龙塘镇,16:55,16:56,1,0:05,C 4836,广东城际200km/h
3,银盏,17:02,17:03,1,0:12,C 4836,广东城际200km/h
4,狮岭,17:10,17:11,1,0:20,C 4836,广东城际200km/h
5,乐同,17:16,17:17,1,0:26,C 4836,广东城际200km/h
6,花都,17:23,17:32,9,0:33,C 4836,广东城际200km/h
7,花城街,17:40,17:41,1,0:50,C 4836,广东城际200km/h
8,花山镇,17:45,17:46,1,0:55,C 4836,广东城际200km/h
9,白云机场北,17:53,-,5,1:03,C 4836,广东城际200km/h
1,白云机场北,-,18:28,5,0:00,C 4838,广东城际200km/h
2,花山镇,18:34,18:35,1,0:06,C 4838,广东城际200km/h
3,花城街,18:39,18:40,1,0:11,C 4838,广东城际200km/h
4,花都,18:48,18:57,9,0:20,C 4838,广东城际200km/h
5,乐同,19:03,19:04,1,0:35,C 4838,广东城际200km/h
6,狮岭,19:09,19:10,1,0:41,C 4838,广东城际200km/h
7,银盏,19:18,19:19,1,0:50,C 4838,广东城际200km/h
8,龙塘镇,19:24,19:25,1,0:56,C 4838,广东城际200km/h
9,清城,19:30,-,5,1:02,C 4838,广东城际200km/h
1,清城,-,17:23,5,0:00,C 4840,广东城际200km/h
2,龙塘镇,17:28,17:29,1,0:05,C 4840,广东城际200km/h
3,银盏,17:35,17:36,1,0:12,C 4840,广东城际200km/h
4,狮岭,17:43,17:44,1,0:20,C 4840,广东城际200km/h
5,乐同,17:49,17:50,1,0:26,C 4840,广东城际200km/h
6,花都,17:56,18:05,9,0:33,C 4840,广东城际200km/h
7,花城街,18:13,18:14,1,0:50,C 4840,广东城际200km/h
8,花山镇,18:18,18:19,1,0:55,C 4840,广东城际200km/h
9,白云机场北,18:26,-,5,1:03,C 4840,广东城际200km/h
1,白云机场北,-,19:02,5,0:00,C 4842,广东城际200km/h
2,花山镇,19:08,19:09,1,0:06,C 4842,广东城际200km/h
3,花城街,19:13,19:14,1,0:11,C 4842,广东城际200km/h
4,花都,19:22,19:31,9,0:20,C 4842,广东城际200km/h
5,乐同,19:37,19:38,1,0:35,C 4842,广东城际200km/h
6,狮岭,19:43,19:44,1,0:41,C 4842,广东城际200km/h
7,银盏,19:52,19:53,1,0:50,C 4842,广东城际200km/h
8,龙塘镇,19:58,19:59,1,0:56,C 4842,广东城际200km/h
9,清城,20:04,-,5,1:02,C 4842,广东城际200km/h
1,清城,-,17:58,5,0:00,C 4844,广东城际200km/h
2,龙塘镇,18:03,18:04,1,0:05,C 4844,广东城际200km/h
3,银盏,18:10,18:11,1,0:12,C 4844,广东城际200km/h
4,狮岭,18:18,18:19,1,0:20,C 4844,广东城际200km/h
5,乐同,18:24,18:25,1,0:26,C 4844,广东城际200km/h
6,花都,18:31,18:40,9,0:33,C 4844,广东城际200km/h
7,花城街,18:48,18:49,1,0:50,C 4844,广东城际200km/h
8,花山镇,18:53,18:54,1,0:55,C 4844,广东城际200km/h
9,白云机场北,19:01,-,5,1:03,C 4844,广东城际200km/h
1,白云机场北,-,19:36,5,0:00,C 4846,广东城际200km/h
2,花山镇,19:42,19:43,1,0:06,C 4846,广东城际200km/h
3,花城街,19:47,19:48,1,0:11,C 4846,广东城际200km/h
4,花都,19:56,20:05,9,0:20,C 4846,广东城际200km/h
5,乐同,20:11,20:12,1,0:35,C 4846,广东城际200km/h
6,狮岭,20:17,20:18,1,0:41,C 4846,广东城际200km/h
7,银盏,20:26,20:27,1,0:50,C 4846,广东城际200km/h
8,龙塘镇,20:32,20:33,1,0:56,C 4846,广东城际200km/h
9,清城,20:38,-,5,1:02,C 4846,广东城际200km/h
1,清城,-,18:31,5,0:00,C 4848,广东城际200km/h
2,龙塘镇,18:36,18:37,1,0:05,C 4848,广东城际200km/h
3,银盏,18:43,18:44,1,0:12,C 4848,广东城际200km/h
4,狮岭,18:51,18:52,1,0:20,C 4848,广东城际200km/h
5,乐同,18:57,18:58,1,0:26,C 4848,广东城际200km/h
6,花都,19:04,19:13,9,0:33,C 4848,广东城际200km/h
7,花城街,19:21,19:22,1,0:50,C 4848,广东城际200km/h
8,花山镇,19:26,19:27,1,0:55,C 4848,广东城际200km/h
9,白云机场北,19:34,-,5,1:03,C 4848,广东城际200km/h
1,白云机场北,-,20:09,5,0:00,C 4850,广东城际200km/h
2,花山镇,20:15,20:16,1,0:06,C 4850,广东城际200km/h
3,花城街,20:20,20:21,1,0:11,C 4850,广东城际200km/h
4,花都,20:29,20:38,9,0:20,C 4850,广东城际200km/h
5,乐同,20:44,20:45,1,0:35,C 4850,广东城际200km/h
6,狮岭,20:50,20:51,1,0:41,C 4850,广东城际200km/h
7,银盏,20:59,21:00,1,0:50,C 4850,广东城际200km/h
8,龙塘镇,21:05,21:06,1,0:56,C 4850,广东城际200km/h
9,清城,21:11,-,5,1:02,C 4850,广东城际200km/h
1,清城,-,19:06,5,0:00,C 4852,广东城际200km/h
2,龙塘镇,19:11,19:12,1,0:05,C 4852,广东城际200km/h
3,银盏,19:18,19:19,1,0:12,C 4852,广东城际200km/h
4,狮岭,19:26,19:27,1,0:20,C 4852,广东城际200km/h
5,乐同,19:32,19:33,1,0:26,C 4852,广东城际200km/h
6,花都,19:39,19:48,9,0:33,C 4852,广东城际200km/h
7,花城街,19:56,19:57,1,0:50,C 4852,广东城际200km/h
8,花山镇,20:01,20:02,1,0:55,C 4852,广东城际200km/h
9,白云机场北,20:09,-,5,1:03,C 4852,广东城际200km/h
1,白云机场北,-,20:44,5,0:00,C 4854,广东城际200km/h
2,花山镇,20:50,20:51,1,0:06,C 4854,广东城际200km/h
3,花城街,20:55,20:56,1,0:11,C 4854,广东城际200km/h
4,花都,21:04,21:13,9,0:20,C 4854,广东城际200km/h
5,乐同,21:19,21:20,1,0:35,C 4854,广东城际200km/h
6,狮岭,21:25,21:26,1,0:41,C 4854,广东城际200km/h
7,银盏,21:34,21:35,1,0:50,C 4854,广东城际200km/h
8,龙塘镇,21:40,21:41,1,0:56,C 4854,广东城际200km/h
9,清城,21:46,-,5,1:02,C 4854,广东城际200km/h
1,清城,-,19:40,5,0:00,C 4856,广东城际200km/h
2,龙塘镇,19:45,19:46,1,0:05,C 4856,广东城际200km/h
3,银盏,19:52,19:53,1,0:12,C 4856,广东城际200km/h
4,狮岭,20:00,20:01,1,0:20,C 4856,广东城际200km/h
5,乐同,20:06,20:07,1,0:26,C 4856,广东城际200km/h
6,花都,20:13,20:22,9,0:33,C 4856,广东城际200km/h
7,花城街,20:30,20:31,1,0:50,C 4856,广东城际200km/h
8,花山镇,20:35,20:36,1,0:55,C 4856,广东城际200km/h
9,白云机场北,20:43,-,5,1:03,C 4856,广东城际200km/h
1,白云机场北,-,21:18,5,0:00,C 4858,广东城际200km/h
2,花山镇,21:24,21:25,1,0:06,C 4858,广东城际200km/h
3,花城街,21:29,21:30,1,0:11,C 4858,广东城际200km/h
4,花都,21:38,21:47,9,0:20,C 4858,广东城际200km/h
5,乐同,21:53,21:54,1,0:35,C 4858,广东城际200km/h
6,狮岭,21:59,22:00,1,0:41,C 4858,广东城际200km/h
7,银盏,22:08,22:09,1,0:50,C 4858,广东城际200km/h
8,龙塘镇,22:14,22:15,1,0:56,C 4858,广东城际200km/h
9,清城,22:20,-,5,1:02,C 4858,广东城际200km/h
1,清城,-,20:14,5,0:00,C 4860,广东城际200km/h
2,龙塘镇,20:19,20:20,1,0:05,C 4860,广东城际200km/h
3,银盏,20:26,20:27,1,0:12,C 4860,广东城际200km/h
4,狮岭,20:34,20:35,1,0:20,C 4860,广东城际200km/h
5,乐同,20:40,20:41,1,0:26,C 4860,广东城际200km/h
6,花都,20:47,20:56,9,0:33,C 4860,广东城际200km/h
7,花城街,21:04,21:05,1,0:50,C 4860,广东城际200km/h
8,花山镇,21:09,21:10,1,0:55,C 4860,广东城际200km/h
9,白云机场北,21:17,-,5,1:03,C 4860,广东城际200km/h
1,白云机场北,-,21:57,5,0:00,C 4862,广东城际200km/h
2,花山镇,22:03,22:04,1,0:06,C 4862,广东城际200km/h
3,花城街,22:08,22:09,1,0:11,C 4862,广东城际200km/h
4,花都,22:17,22:26,9,0:20,C 4862,广东城际200km/h
5,乐同,22:32,22:33,1,0:35,C 4862,广东城际200km/h
6,狮岭,22:38,22:39,1,0:41,C 4862,广东城际200km/h
7,银盏,22:47,22:48,1,0:50,C 4862,广东城际200km/h
8,龙塘镇,22:53,22:54,1,0:56,C 4862,广东城际200km/h
9,清城,22:59,-,5,1:02,C 4862,广东城际200km/h
1,清城,-,20:50,5,0:00,C 4864,广东城际200km/h
2,龙塘镇,20:55,20:56,1,0:05,C 4864,广东城际200km/h
3,银盏,21:02,21:03,1,0:12,C 4864,广东城际200km/h
4,狮岭,21:10,21:11,1,0:20,C 4864,广东城际200km/h
5,乐同,21:16,21:17,1,0:26,C 4864,广东城际200km/h
6,花都,21:23,21:32,9,0:33,C 4864,广东城际200km/h
7,花城街,21:40,21:41,1,0:50,C 4864,广东城际200km/h
8,花山镇,21:45,21:46,1,0:55,C 4864,广东城际200km/h
9,白云机场北,21:53,-,5,1:03,C 4864,广东城际200km/h
1,白云机场北,-,22:35,5,0:00,C 4866,广东城际200km/h
2,花山镇,22:41,22:42,1,0:06,C 4866,广东城际200km/h
3,花城街,22:46,22:47,1,0:11,C 4866,广东城际200km/h
4,花都,22:55,23:04,9,0:20,C 4866,广东城际200km/h
5,乐同,23:10,23:11,1,0:35,C 4866,广东城际200km/h
6,狮岭,23:16,23:17,1,0:41,C 4866,广东城际200km/h
7,银盏,23:25,23:26,1,0:50,C 4866,广东城际200km/h
8,龙塘镇,23:31,23:32,1,0:56,C 4866,广东城际200km/h
9,清城,23:37,-,5,1:02,C 4866,广东城际200km/h
1,清城,-,21:30,5,0:00,C 4868,广东城际200km/h
2,龙塘镇,21:35,21:36,1,0:05,C 4868,广东城际200km/h
3,银盏,21:42,21:43,1,0:12,C 4868,广东城际200km/h
4,狮岭,21:50,21:51,1,0:20,C 4868,广东城际200km/h
5,乐同,21:56,21:57,1,0:26,C 4868,广东城际200km/h
6,花都,22:03,22:12,9,0:33,C 4868,广东城际200km/h
7,花城街,22:20,22:21,1,0:50,C 4868,广东城际200km/h
8,花山镇,22:25,22:26,1,0:55,C 4868,广东城际200km/h
9,白云机场北,22:33,-,5,1:03,C 4868,广东城际200km/h
1,白云机场北,-,23:10,5,0:00,C 4870,广东城际200km/h
2,花山镇,23:16,23:17,1,0:06,C 4870,广东城际200km/h
3,花城街,23:21,23:22,1,0:11,C 4870,广东城际200km/h
4,花都,23:30,-,5,0:20,C 4870,广东城际200km/h
1,佛山西,-,7:00,5,0:00,C 6701,
2,狮山,7:04,7:04,0,_,C 6701,广佛肇城际线200km/h
3,狮山北,7:06,7:06,0,_,C 6701,广佛肇城际线200km/h
4,三水北,7:09,7:10,1,0:09,C 6701,广佛肇城际线200km/h
5,云东海,7:16,7:16,0,_,C 6701,广佛肇城际线200km/h
6,大旺,7:19,7:21,2,0:19,C 6701,广佛肇城际线200km/h
7,四会,7:26,7:27,1,0:26,C 6701,广佛肇城际线200km/h
8,鼎湖东,7:34,7:35,1,0:34,C 6701,广佛肇城际线200km/h
9,鼎湖山,7:40,7:41,1,0:40,C 6701,广佛肇城际线200km/h
10,端州,7:45,7:45,0,_,C 6701,广佛肇城际线200km/h
11,肇庆,7:53,-,5,0:53,C 6701,广佛肇城际线200km/h
1,中堂,-,6:13,5,0:00,C 6703,穗深城际线A140km/h
2,望牛墩,6:17,6:19,2,0:04,C 6703,穗深城际线A140km/h
3,东莞西,6:23,6:24,1,0:10,C 6703,穗深城际线A140km/h
4,洪梅,6:28,6:29,1,0:15,C 6703,穗深城际线B140km/h
5,东莞港,6:36,6:37,1,0:23,C 6703,穗深城际线B140km/h
6,厚街,6:42,6:43,1,0:29,C 6703,穗深城际线B140km/h
7,虎门北,6:48,6:50,2,0:35,C 6703,穗深城际线B140km/h
8,虎门东,6:54,6:56,2,0:41,C 6703,穗深城际线B140km/h
9,长安西,7:02,7:03,1,0:49,C 6703,穗深城际线B140km/h
10,长安,7:07,7:08,1,0:54,C 6703,穗深城际线B140km/h
11,沙井西,7:15,7:16,1,1:02,C 6703,穗深城际线B140km/h
12,福海西,7:20,7:22,2,1:07,C 6703,穗深城际线B140km/h
13,深圳机场北,7:26,7:27,1,1:13,C 6703,穗深城际线B140km/h
14,深圳机场,7:32,-,5,1:19,C 6703,穗深城际线B140km/h
1,深圳机场,-,18:25,5,0:00,C 6704,穗深城际线B140km/h
2,深圳机场北,18:28,18:30,2,0:03,C 6704,穗深城际线B140km/h
3,福海西,18:34,18:35,1,0:09,C 6704,穗深城际线B140km/h
4,沙井西,18:39,18:41,2,0:14,C 6704,穗深城际线B140km/h
5,长安,18:47,18:49,2,0:22,C 6704,穗深城际线B140km/h
6,长安西,18:52,18:54,2,0:27,C 6704,穗深城际线B140km/h
7,虎门东,19:00,19:01,1,0:35,C 6704,穗深城际线B140km/h
8,虎门北,19:06,19:07,1,0:41,C 6704,穗深城际线B140km/h
9,厚街,19:12,19:14,2,0:47,C 6704,穗深城际线B140km/h
10,东莞港,19:18,19:20,2,0:53,C 6704,穗深城际线B140km/h
11,洪梅,19:26,19:28,2,1:01,C 6704,穗深城际线B140km/h
12,东莞西,19:32,19:33,1,1:07,C 6704,穗深城际线B140km/h
13,望牛墩,19:36,19:36,0,_,C 6704,穗深城际线A140km/h
14,中堂,19:40,19:41,1,1:15,C 6704,穗深城际线A140km/h
15,新塘南,19:47,-,5,1:22,C 6704,穗深城际线A140km/h
1,深圳机场,-,16:25,5,0:00,C 6706,穗深城际线B140km/h
2,深圳机场北,16:28,16:30,2,0:03,C 6706,穗深城际线B140km/h
3,福海西,16:34,16:35,1,0:09,C 6706,穗深城际线B140km/h
4,沙井西,16:39,16:41,2,0:14,C 6706,穗深城际线B140km/h
5,长安,16:47,16:49,2,0:22,C 6706,穗深城际线B140km/h
6,长安西,16:52,16:54,2,0:27,C 6706,穗深城际线B140km/h
7,虎门东,17:00,17:01,1,0:35,C 6706,穗深城际线B140km/h
8,虎门北,17:06,17:07,1,0:41,C 6706,穗深城际线B140km/h
9,厚街,17:12,17:14,2,0:47,C 6706,穗深城际线B140km/h
10,东莞港,17:18,17:20,2,0:53,C 6706,穗深城际线B140km/h
11,洪梅,17:26,17:28,2,1:01,C 6706,穗深城际线B140km/h
12,东莞西,17:32,17:33,1,1:07,C 6706,穗深城际线B140km/h
13,望牛墩,17:37,17:38,1,1:12,C 6706,穗深城际线A140km/h
14,中堂,17:43,18:00,17,1:18,C 6706,穗深城际线A140km/h
15,新塘南,18:06,-,5,1:41,C 6706,穗深城际线A140km/h
1,新塘南,-,18:40,5,0:00,C 6707,
2,中堂,18:45,18:46,1,0:05,C 6707,穗深城际线A140km/h
3,望牛墩,18:49,18:49,0,_,C 6707,穗深城际线A140km/h
4,东莞西,18:53,18:54,1,0:13,C 6707,穗深城际线A140km/h
5,洪梅,18:56,18:56,0,_,C 6707,穗深城际线B140km/h
6,东莞港,19:00,19:00,0,_,C 6707,穗深城际线B140km/h
7,厚街,19:05,19:06,1,0:25,C 6707,穗深城际线B140km/h
8,虎门北,19:11,19:13,2,0:31,C 6707,穗深城际线B140km/h
9,虎门东,19:17,19:19,2,0:37,C 6707,穗深城际线B140km/h
10,长安西,19:25,19:26,1,0:45,C 6707,穗深城际线B140km/h
11,长安,19:28,19:28,0,_,C 6707,穗深城际线B140km/h
12,沙井西,19:34,19:36,2,0:54,C 6707,穗深城际线B140km/h
13,福海西,19:40,19:41,1,1:00,C 6707,穗深城际线B140km/h
14,深圳机场北,19:45,19:47,2,1:05,C 6707,穗深城际线B140km/h
15,深圳机场,19:51,-,5,1:11,C 6707,穗深城际线B140km/h
1,深圳机场,-,20:16,5,0:00,C 6708,穗深城际线B140km/h
2,深圳机场北,20:19,20:21,2,0:03,C 6708,穗深城际线B140km/h
3,福海西,20:25,20:26,1,0:09,C 6708,穗深城际线B140km/h
4,沙井西,20:30,20:32,2,0:14,C 6708,穗深城际线B140km/h
5,长安,20:38,20:40,2,0:22,C 6708,穗深城际线B140km/h
6,长安西,20:43,20:45,2,0:27,C 6708,穗深城际线B140km/h
7,虎门东,20:51,20:52,1,0:35,C 6708,穗深城际线B140km/h
8,虎门北,20:57,20:58,1,0:41,C 6708,穗深城际线B140km/h
9,厚街,21:03,21:05,2,0:47,C 6708,穗深城际线B140km/h
10,东莞港,21:09,21:11,2,0:53,C 6708,穗深城际线B140km/h
11,洪梅,21:17,21:19,2,1:01,C 6708,穗深城际线B140km/h
12,东莞西,21:23,21:24,1,1:07,C 6708,穗深城际线B140km/h
13,望牛墩,21:28,21:29,1,1:12,C 6708,穗深城际线A140km/h
14,中堂,21:34,21:36,2,1:18,C 6708,穗深城际线A140km/h
15,新塘南,21:41,-,5,1:25,C 6708,穗深城际线A140km/h
1,广州东,-,7:00,5,0:00,C 6709,
2,石牌,7:03,7:03,0,_,C 6709,广深线140~180km/h
3,新塘南,7:22,7:24,2,0:22,C 6709,广深线140~180km/h
4,中堂,7:29,7:30,1,0:29,C 6709,穗深城际线A140km/h
5,望牛墩,7:35,7:36,1,0:35,C 6709,穗深城际线A140km/h
6,东莞西,7:40,7:42,2,0:40,C 6709,穗深城际线A140km/h
7,洪梅,7:45,7:47,2,0:45,C 6709,穗深城际线B140km/h
8,东莞港,7:53,7:55,2,0:53,C 6709,穗深城际线B140km/h
9,厚街,7:59,8:01,2,0:59,C 6709,穗深城际线B140km/h
10,虎门北,8:06,8:07,1,1:06,C 6709,穗深城际线B140km/h
11,虎门东,8:12,8:13,1,1:12,C 6709,穗深城际线B140km/h
12,长安西,8:19,8:21,2,1:19,C 6709,穗深城际线B140km/h
13,长安,8:25,8:26,1,1:25,C 6709,穗深城际线B140km/h
14,沙井西,8:32,8:34,2,1:32,C 6709,穗深城际线B140km/h
15,福海西,8:38,8:40,2,1:38,C 6709,穗深城际线B140km/h
16,深圳机场北,8:44,8:45,1,1:44,C 6709,穗深城际线B140km/h
17,深圳机场,8:50,-,5,1:50,C 6709,穗深城际线B140km/h
1,肇庆,-,20:13,5,0:00,C 6710,
2,端州,20:19,20:21,2,0:06,C 6710,广佛肇城际线200km/h
3,鼎湖山,20:25,20:25,0,_,C 6710,广佛肇城际线200km/h
4,鼎湖东,20:29,20:31,2,0:16,C 6710,广佛肇城际线200km/h
5,四会,20:38,20:39,1,0:25,C 6710,广佛肇城际线200km/h
6,大旺,20:43,20:43,0,_,C 6710,广佛肇城际线200km/h
7,云东海,20:46,20:47,1,0:33,C 6710,广佛肇城际线200km/h
8,三水北,20:53,20:53,0,_,C 6710,广佛肇城际线200km/h
9,狮山北,20:56,20:58,2,0:43,C 6710,广佛肇城际线200km/h
10,狮山,21:01,21:01,0,_,C 6710,广佛肇城际线200km/h
11,佛山西,21:06,-,5,0:53,C 6710,广佛肇城际线200km/h
1,佛山西,-,8:10,5,0:00,C 6711,
2,狮山,8:16,8:17,1,0:06,C 6711,广佛肇城际线200km/h
3,狮山北,8:20,8:20,0,_,C 6711,广佛肇城际线200km/h
4,三水北,8:22,8:23,1,0:12,C 6711,广佛肇城际线200km/h
5,云东海,8:29,8:29,0,_,C 6711,广佛肇城际线200km/h
6,大旺,8:32,8:34,2,0:22,C 6711,广佛肇城际线200km/h
7,四会,8:38,8:38,0,_,C 6711,广佛肇城际线200km/h
8,鼎湖东,8:43,8:44,1,0:33,C 6711,广佛肇城际线200km/h
9,鼎湖山,8:48,8:48,0,_,C 6711,广佛肇城际线200km/h
