traincode,station,arr,dep,time,line,state
C 7663,中山,1,0,120,广珠城际线B200km/h,middle
C 7663,中山,0,1,120,广珠城际线B200km/h,last
C 7664,珠海,0,1,112,广珠城际线B200km/h,first
C 7664,明珠,1,0,118,广珠城际线B200km/h,middle
C 7664,明珠,0,1,118,广珠城际线B200km/h,last
C 7665,广州南,0,1,98,广珠城际线A200km/h,first
C 7665,北滘,1,0,103,广珠城际线A200km/h,middle
C 7665,北滘,0,1,103,广珠城际线A200km/h,middle
C 7665,顺德,1,0,105,广珠城际线A200km/h,middle
C 7665,顺德,0,1,105,广珠城际线A200km/h,middle
C 7665,顺德学院,1,0,108,广珠城际线A200km/h,middle
C 7665,顺德学院,0,1,108,广珠城际线A200km/h,middle
C 7665,容桂,1,0,111,广珠城际线A200km/h,middle
C 7665,容桂,0,1,112,广珠城际线A200km/h,middle
C 7665,南头,1,0,114,广珠城际线A200km/h,middle
C 7665,南头,0,1,114,广珠城际线A200km/h,middle
C 7665,小榄,1,0,117,广珠城际线A200km/h,middle
C 7665,小榄,0,1,118,广珠城际线B200km/h,last
C 7667,广州南,0,1,113,广珠城际线A200km/h,first
C 7667,北滘,1,0,118,广珠城际线A200km/h,middle
C 7667,北滘,0,1,118,广珠城际线A200km/h,middle
C 7667,顺德,1,0,120,广珠城际线A200km/h,middle
C 7667,顺德,0,1,120,广珠城际线A200km/h,last
C 7729,广州南,0,1,60,广珠城际线A200km/h,first
C 7729,北滘,1,0,65,广珠城际线A200km/h,middle
C 7729,北滘,0,1,65,广珠城际线A200km/h,middle
C 7729,顺德,1,0,67,广珠城际线A200km/h,middle
C 7729,顺德,0,1,67,广珠城际线A200km/h,middle
C 7729,顺德学院,1,0,70,广珠城际线A200km/h,middle
C 7729,顺德学院,0,1,70,广珠城际线A200km/h,middle
C 7729,容桂,1,0,73,广珠城际线A200km/h,middle
C 7729,容桂,0,1,75,广珠城际线A200km/h,middle
C 7729,南头,1,0,77,广珠城际线A200km/h,middle
C 7729,南头,0,1,78,广珠城际线A200km/h,middle
C 7729,小榄,1,0,81,广珠城际线A200km/h,middle
C 7729,小榄,0,1,81,江门线-深湛线200km/h,middle
C 7729,古镇,1,0,84,江门线-深湛线200km/h,middle
C 7729,古镇,0,1,86,江门线-深湛线200km/h,middle
C 7729,江门东,1,0,90,江门线-深湛线200km/h,middle
C 7729,江门东,0,1,92,江门线-深湛线200km/h,middle
C 7729,新会,1,0,95,江门线-深湛线200km/h,middle
C 7729,新会,0,1,95,江门线-深湛线200km/h,middle
C 7729,江门,1,0,100,江门线-深湛线200km/h,middle
C 7729,江门,0,1,102,江门线-深湛线200km/h,middle
C 7729,双水镇,1,0,113,江门线-深湛线200km/h,middle
C 7729,双水镇,0,1,113,江门线-深湛线200km/h,middle
C 7729,台山,1,0,118,江门线-深湛线200km/h,middle
C 7729,台山,0,1,118,江门线-深湛线200km/h,last
C 7736,顺德学院,1,0,2,广珠城际线A200km/h,first
C 7736,顺德学院,0,1,2,广珠城际线A200km/h,middle
C 7736,顺德,1,0,11,广珠城际线A200km/h,middle
C 7736,顺德,0,1,11,广珠城际线A200km/h,middle
C 7736,北滘,1,0,14,广珠城际线A200km/h,middle
C 7736,北滘,0,1,14,广珠城际线A200km/h,middle
C 7736,广州南,1,0,18,广珠城际线A200km/h,last
C 7738,江门,1,0,0,江门线-深湛线200km/h,first
C 7738,江门,0,1,2,江门线-深湛线200km/h,middle
C 7738,新会,1,0,5,江门线-深湛线200km/h,middle
C 7738,新会,0,1,5,江门线-深湛线200km/h,middle
C 7738,江门东,1,0,10,江门线-深湛线200km/h,middle
C 7738,江门东,0,1,11,江门线-深湛线200km/h,middle
C 7738,古镇,1,0,18,江门线-深湛线200km/h,middle
C 7738,古镇,0,1,19,江门线-深湛线200km/h,middle
C 7738,小榄,1,0,23,江门线-深湛线200km/h,middle
C 7738,小榄,0,1,27,广珠城际线A200km/h,middle
C 7738,南头,1,0,30,广珠城际线A200km/h,middle
C 7738,南头,0,1,30,广珠城际线A200km/h,middle
C 7738,容桂,1,0,33,广珠城际线A200km/h,middle
C 7738,容桂,0,1,33,广珠城际线A200km/h,middle
C 7738,顺德学院,1,0,36,广珠城际线A200km/h,middle
C 7738,顺德学院,0,1,36,广珠城际线A200km/h,middle
C 7738,顺德,1,0,39,广珠城际线A200km/h,middle
C 7738,顺德,0,1,39,广珠城际线A200km/h,middle
C 7738,北滘,1,0,43,广珠城际线A200km/h,middle
C 7738,北滘,0,1,43,广珠城际线A200km/h,middle
C 7738,广州南,1,0,47,广珠城际线A200km/h,last
C 7759,横琴,1,0,4,广珠城际线B200km/h,first
C 7759,横琴,0,1,5,广珠城际线B200km/h,middle
C 7759,珠海长隆,1,0,11,广珠城际线B200km/h,last
C 7760,珠海长隆,0,1,26,广珠城际线B200km/h,first
C 7760,横琴,1,0,31,广珠城际线B200km/h,middle
C 7760,横琴,0,1,32,广珠城际线B200km/h,middle
C 7760,横琴北,1,0,36,广珠城际线B200km/h,middle
C 7760,横琴北,0,1,37,广珠城际线B200km/h,middle
C 7760,十字门,1,0,41,广珠城际线B200km/h,middle
C 7760,十字门,0,1,42,广珠城际线B200km/h,middle
C 7760,湾仔北,1,0,46,广珠城际线B200km/h,middle
C 7760,湾仔北,0,1,47,广珠城际线B200km/h,middle
C 7760,珠海,1,0,54,广珠城际线B200km/h,last
C 7761,珠海,0,1,69,广珠城际线B200km/h,first
C 7761,湾仔北,1,0,74,广珠城际线B200km/h,middle
C 7761,湾仔北,0,1,75,广珠城际线B200km/h,middle
C 7761,十字门,1,0,79,广珠城际线B200km/h,middle
C 7761,十字门,0,1,80,广珠城际线B200km/h,middle
C 7761,横琴北,1,0,84,广珠城际线B200km/h,middle
C 7761,横琴北,0,1,85,广珠城际线B200km/h,middle
C 7761,横琴,1,0,90,广珠城际线B200km/h,middle
C 7761,横琴,0,1,91,广珠城际线B200km/h,middle
C 7761,珠海长隆,1,0,97,广珠城际线B200km/h,last
C 7762,珠海长隆,0,1,112,广珠城际线B200km/h,first
C 7762,横琴,1,0,117,广珠城际线B200km/h,middle
C 7762,横琴,0,1,118,广珠城际线B200km/h,last
C 7776,湾仔北,1,0,2,广珠城际线B200km/h,first
C 7776,湾仔北,0,1,3,广珠城际线B200km/h,middle
C 7776,珠海,1,0,11,广珠城际线B200km/h,last
C 7777,珠海,0,1,26,广珠城际线B200km/h,first
C 7777,湾仔北,1,0,31,广珠城际线B200km/h,middle
C 7777,湾仔北,0,1,32,广珠城际线B200km/h,middle
C 7777,十字门,1,0,36,广珠城际线B200km/h,middle
C 7777,十字门,0,1,37,广珠城际线B200km/h,middle
C 7777,横琴北,1,0,41,广珠城际线B200km/h,middle
C 7777,横琴北,0,1,42,广珠城际线B200km/h,middle
C 7777,横琴,1,0,47,广珠城际线B200km/h,middle
C 7777,横琴,0,1,48,广珠城际线B200km/h,middle
C 7777,珠海长隆,1,0,54,广珠城际线B200km/h,last
C 7778,珠海长隆,0,1,69,广珠城际线B200km/h,first
C 7778,横琴,1,0,75,广珠城际线B200km/h,middle
C 7778,横琴,0,1,76,广珠城际线B200km/h,middle
C 7778,横琴北,1,0,78,广珠城际线B200km/h,middle
C 7778,横琴北,0,1,79,广珠城际线B200km/h,middle
C 7778,十字门,1,0,83,广珠城际线B200km/h,middle
C 7778,十字门,0,1,84,广珠城际线B200km/h,middle
C 7778,湾仔北,1,0,88,广珠城际线B200km/h,middle
C 7778,湾仔北,0,1,89,广珠城际线B200km/h,middle
C 7778,珠海,1,0,97,广珠城际线B200km/h,last
C 7779,珠海,0,1,115,广珠城际线B200km/h,first
C 7779,湾仔北,1,0,118,广珠城际线B200km/h,middle
C 7779,湾仔北,0,1,119,广珠城际线B200km/h,last
C 7790,珠海长隆,0,1,7,广珠城际线B200km/h,first
C 7790,横琴,1,0,12,广珠城际线B200km/h,middle
C 7790,横琴,0,1,13,广珠城际线B200km/h,middle
C 7790,横琴北,1,0,17,广珠城际线B200km/h,middle
C 7790,横琴北,0,1,18,广珠城际线B200km/h,middle
C 7790,十字门,1,0,22,广珠城际线B200km/h,middle
C 7790,十字门,0,1,23,广珠城际线B200km/h,middle
C 7790,湾仔北,1,0,27,广珠城际线B200km/h,middle
C 7790,湾仔北,0,1,28,广珠城际线B200km/h,middle
C 7790,珠海,1,0,35,广珠城际线B200km/h,last
C 7791,珠海,0,1,50,广珠城际线B200km/h,first
C 7791,湾仔北,1,0,56,广珠城际线B200km/h,middle
C 7791,湾仔北,0,1,57,广珠城际线B200km/h,middle
C 7791,十字门,1,0,61,广珠城际线B200km/h,middle
C 7791,十字门,0,1,62,广珠城际线B200km/h,middle
C 7791,横琴北,1,0,66,广珠城际线B200km/h,middle
C 7791,横琴北,0,1,67,广珠城际线B200km/h,middle
C 7791,横琴,1,0,72,广珠城际线B200km/h,middle
C 7791,横琴,0,1,73,广珠城际线B200km/h,middle
C 7791,珠海长隆,1,0,79,广珠城际线B200km/h,last
C 7792,珠海长隆,0,1,95,广珠城际线B200km/h,first
C 7792,横琴,1,0,100,广珠城际线B200km/h,middle
C 7792,横琴,0,1,101,广珠城际线B200km/h,middle
C 7792,横琴北,1,0,105,广珠城际线B200km/h,middle
C 7792,横琴北,0,1,106,广珠城际线B200km/h,middle
C 7792,十字门,1,0,110,广珠城际线B200km/h,middle
C 7792,十字门,0,1,111,广珠城际线B200km/h,middle
C 7792,湾仔北,1,0,115,广珠城际线B200km/h,middle
C 7792,湾仔北,0,1,116,广珠城际线B200km/h,last
C 8004,东莞,1,0,0,广深线140~180km/h,first
C 8004,东莞,0,1,0,广深线140~180km/h,middle
C 8004,新塘南,1,0,11,广深线140~180km/h,middle
C 8004,新塘南,0,1,11,广深线140~180km/h,middle
C 8004,石牌,1,0,21,广深线140~180km/h,middle
C 8004,石牌,0,1,21,广深线140~180km/h,middle
C 8004,广州东,1,0,33,广深线140~180km/h,last
D 1841,肇庆东,0,1,92,贵广客运专线300km/h,first
D 1841,三水南,1,0,101,贵广客运专线300km/h,middle
D 1841,三水南,0,1,101,贵广客运专线300km/h,middle
D 1841,佛山西,1,0,112,贵广客运专线300km/h,middle
D 1841,佛山西,0,1,112,贵广客运专线300km/h,last
D 1861,广宁,1,0,1,贵广客运专线300km/h,first
D 1861,广宁,0,1,1,贵广客运专线300km/h,middle
D 1861,肇庆东,1,0,17,贵广客运专线300km/h,middle
D 1861,肇庆东,0,1,19,贵广客运专线300km/h,middle
D 1861,三水南,1,0,28,贵广客运专线300km/h,middle
D 1861,三水南,0,1,28,贵广客运专线300km/h,middle
D 1861,佛山西,1,0,38,贵广客运专线300km/h,middle
D 1861,佛山西,0,1,38,贵广客运专线300km/h,middle
D 1861,广州南,1,0,53,贵广客运专线300km/h,last
D 1865,怀集,0,1,77,贵广客运专线300km/h,first
D 1865,广宁,1,0,90,贵广客运专线300km/h,middle
D 1865,广宁,0,1,90,贵广客运专线300km/h,middle
D 1865,肇庆东,1,0,101,贵广客运专线300km/h,middle
D 1865,肇庆东,0,1,101,贵广客运专线300km/h,middle
D 1865,三水南,1,0,114,贵广客运专线300km/h,middle
D 1865,三水南,0,1,116,贵广客运专线300km/h,last
D 1872,广州南,0,1,19,贵广客运专线300km/h,first
D 1872,佛山西,1,0,35,贵广客运专线300km/h,middle
D 1872,佛山西,0,1,35,贵广客运专线300km/h,middle
D 1872,三水南,1,0,48,贵广客运专线300km/h,middle
D 1872,三水南,0,1,50,贵广客运专线300km/h,middle
D 1872,肇庆东,1,0,60,贵广客运专线300km/h,middle
D 1872,肇庆东,0,1,62,贵广客运专线300km/h,middle
D 1872,广宁,1,0,75,贵广客运专线300km/h,middle
D 1872,广宁,0,1,75,贵广客运专线300km/h,middle
D 1872,怀集,1,0,91,贵广客运专线300km/h,last
D 1874,广州南,0,1,70,贵广客运专线300km/h,first
D 1874,佛山西,1,0,88,贵广客运专线300km/h,last
D 203,肇庆东,0,1,31,贵广客运专线300km/h,first
D 203,三水南,1,0,38,贵广客运专线300km/h,middle
D 203,三水南,0,1,38,贵广客运专线300km/h,middle
D 203,佛山西,1,0,49,贵广客运专线300km/h,middle
D 203,佛山西,0,1,49,贵广客运专线300km/h,middle
D 203,广州南,1,0,63,贵广客运专线300km/h,last
D 206,广州南,0,1,82,贵广客运专线300km/h,first
D 206,佛山西,1,0,100,贵广客运专线300km/h,last
D 212,佛山西,1,0,11,贵广客运专线300km/h,first
D 212,佛山西,0,1,11,贵广客运专线300km/h,middle
D 212,三水南,1,0,19,贵广客运专线300km/h,middle
D 212,三水南,0,1,19,贵广客运专线300km/h,middle
D 212,肇庆东,1,0,26,贵广客运专线300km/h,middle
D 212,肇庆东,0,1,28,贵广客运专线300km/h,middle
D 212,广宁,1,0,39,贵广客运专线300km/h,middle
D 212,广宁,0,1,39,贵广客运专线300km/h,middle
D 212,怀集,1,0,54,贵广客运专线300km/h,last
D 226,广州南,0,1,35,贵广客运专线300km/h,first
D 226,佛山西,1,0,55,贵广客运专线300km/h,last
D 2325,惠州南,0,1,69,杭深线250km/h,first
D 2325,深圳坪山,1,0,78,杭深线250km/h,middle
D 2325,深圳坪山,0,1,80,杭深线250km/h,middle
D 2325,深圳北,1,0,102,杭深线250km/h,last
D 2329,惠州南,0,1,22,杭深线250km/h,first
D 2329,深圳坪山,1,0,31,杭深线250km/h,middle
D 2329,深圳坪山,0,1,33,杭深线250km/h,middle
D 2329,深圳北,1,0,56,杭深线250km/h,last
D 2330,深圳北,0,1,82,杭深线250km/h,first
D 2330,深圳坪山,1,0,103,杭深线250km/h,last
D 2336,深圳北,0,1,53,杭深线250km/h,first
D 2336,深圳坪山,1,0,71,杭深线250km/h,last
D 2341,惠州南,0,1,49,杭深线250km/h,first
D 2341,深圳坪山,1,0,57,杭深线250km/h,middle
D 2341,深圳坪山,0,1,57,杭深线250km/h,middle
D 2341,深圳北,1,0,77,杭深线250km/h,last
D 2349,惠州南,0,1,79,杭深线250km/h,first
D 2349,深圳坪山,1,0,88,杭深线250km/h,middle
D 2349,深圳坪山,0,1,95,杭深线250km/h,middle
D 2349,深圳北,1,0,117,杭深线250km/h,last
D 2351,惠东,0,1,81,杭深线250km/h,first
D 2351,惠州南,1,0,92,杭深线250km/h,middle
D 2351,惠州南,0,1,92,杭深线250km/h,middle
D 2351,深圳坪山,1,0,100,杭深线250km/h,middle
D 2351,深圳坪山,0,1,102,杭深线250km/h,last
D 2356,深圳北,0,1,26,杭深线250km/h,first
D 2356,深圳坪山,1,0,46,杭深线250km/h,last
D 2361,惠东,0,1,30,杭深线250km/h,first
D 2361,惠州南,1,0,42,杭深线250km/h,middle
D 2361,惠州南,0,1,44,杭深线250km/h,middle
D 2361,深圳坪山,1,0,52,杭深线250km/h,middle
D 2361,深圳坪山,0,1,52,杭深线250km/h,middle
D 2361,深圳北,1,0,72,杭深线250km/h,last
D 2809,三水南,1,0,7,贵广客运专线300km/h,first
D 2809,三水南,0,1,7,贵广客运专线300km/h,middle
D 2809,佛山西,1,0,15,贵广客运专线300km/h,middle
D 2809,佛山西,0,1,15,贵广客运专线300km/h,middle
D 2809,广州南,1,0,34,贵广客运专线300km/h,last
D 2811,肇庆东,1,0,6,贵广客运专线300km/h,first
D 2811,肇庆东,0,1,6,贵广客运专线300km/h,middle
D 2811,三水南,1,0,13,贵广客运专线300km/h,middle
D 2811,三水南,0,1,13,贵广客运专线300km/h,middle
D 2811,佛山西,1,0,25,贵广客运专线300km/h,middle
D 2811,佛山西,0,1,27,贵广客运专线300km/h,middle
D 2811,广州南,1,0,47,贵广客运专线300km/h,last
D 2815,广宁,0,1,50,贵广客运专线300km/h,first
D 2815,肇庆东,1,0,67,贵广客运专线300km/h,middle
D 2815,肇庆东,0,1,69,贵广客运专线300km/h,middle
D 2815,三水南,1,0,81,贵广客运专线300km/h,middle
D 2815,三水南,0,1,81,贵广客运专线300km/h,middle
D 2815,佛山西,1,0,91,贵广客运专线300km/h,middle
D 2815,佛山西,0,1,91,贵广客运专线300km/h,middle
D 2815,广州南,1,0,108,贵广客运专线300km/h,last
D 2823,肇庆东,0,1,57,贵广客运专线300km/h,first
D 2823,三水南,1,0,66,贵广客运专线300km/h,middle
D 2823,三水南,0,1,66,贵广客运专线300km/h,middle
D 2823,佛山西,1,0,79,贵广客运专线300km/h,middle
D 2823,佛山西,0,1,81,贵广客运专线300km/h,middle
D 2823,广州南,1,0,98,贵广客运专线300km/h,last
D 2830,广州南,0,1,54,贵广客运专线300km/h,first
D 2830,佛山西,1,0,70,贵广客运专线300km/h,middle
D 2830,佛山西,0,1,70,贵广客运专线300km/h,middle
D 2830,三水南,1,0,78,贵广客运专线300km/h,middle
D 2830,三水南,0,1,78,贵广客运专线300km/h,middle
D 2830,肇庆东,1,0,85,贵广客运专线300km/h,middle
D 2830,肇庆东,0,1,85,贵广客运专线300km/h,middle
D 2830,广宁,1,0,96,贵广客运专线300km/h,middle
D 2830,广宁,0,1,96,贵广客运专线300km/h,middle
D 2830,怀集,1,0,107,贵广客运专线300km/h,last
D 2834,广州南,0,1,75,贵广客运专线300km/h,first
D 2834,佛山西,1,0,94,贵广客运专线300km/h,last
D 2965,三水南,0,1,57,贵广客运专线300km/h,first
D 2965,佛山西,1,0,73,贵广客运专线300km/h,middle
D 2965,佛山西,0,1,73,贵广客运专线300km/h,middle
D 2965,广州南,1,0,87,贵广客运专线300km/h,last
D 2972,肇庆东,1,0,10,贵广客运专线300km/h,first
D 2972,肇庆东,0,1,16,贵广客运专线300km/h,middle
D 2972,广宁,1,0,33,贵广客运专线300km/h,middle
D 2972,广宁,0,1,35,贵广客运专线300km/h,middle
D 2972,怀集,1,0,51,贵广客运专线300km/h,last
D 2994,怀集,0,1,51,贵广客运专线300km/h,first
D 2994,广宁,1,0,64,贵广客运专线300km/h,middle
D 2994,广宁,0,1,64,贵广客运专线300km/h,middle
D 2994,肇庆东,1,0,75,贵广客运专线300km/h,middle
D 2994,肇庆东,0,1,75,贵广客运专线300km/h,middle
D 2994,三水南,1,0,84,贵广客运专线300km/h,middle
D 2994,三水南,0,1,84,贵广客运专线300km/h,middle
D 2994,佛山西,1,0,97,贵广客运专线300km/h,middle
D 2994,佛山西,0,1,103,贵广客运专线300km/h,last
D 3334,深圳北,0,1,95,杭深线250km/h,first
D 3334,深圳坪山,1,0,113,杭深线250km/h,last
D 3339,惠州南,0,1,84,杭深线250km/h,first
D 3339,深圳坪山,1,0,92,杭深线250km/h,middle
D 3339,深圳坪山,0,1,92,杭深线250km/h,middle
D 3339,深圳北,1,0,112,杭深线250km/h,last
D 3344,深圳北,0,1,85,杭深线250km/h,first
D 3344,深圳坪山,1,0,106,杭深线250km/h,last
D 3346,惠州南,0,1,28,杭深线250km/h,first
D 3346,深圳坪山,1,0,37,杭深线250km/h,middle
D 3346,深圳坪山,0,1,39,杭深线250km/h,middle
D 3346,深圳北,1,0,61,杭深线250km/h,last
D 3618,广州南,0,1,93,贵广客运专线300km/h,first
D 3618,佛山西,1,0,115,贵广客运专线300km/h,last
D 3623,肇庆东,0,1,22,贵广客运专线300km/h,first
D 3623,三水南,1,0,32,贵广客运专线300km/h,middle
D 3623,三水南,0,1,41,贵广客运专线300km/h,middle
D 3623,佛山西,1,0,52,贵广客运专线300km/h,middle
D 3623,佛山西,0,1,54,贵广客运专线300km/h,middle
D 3623,广州南,1,0,74,贵广客运专线300km/h,last
D 3627,肇庆东,0,1,54,贵广客运专线300km/h,first
D 3627,三水南,1,0,63,贵广客运专线300km/h,middle
D 3627,三水南,0,1,63,贵广客运专线300km/h,middle
D 3627,佛山西,1,0,76,贵广客运专线300km/h,middle
D 3627,佛山西,0,1,84,贵广客运专线300km/h,middle
D 3627,广州南,1,0,103,贵广客运专线300km/h,last
D 3629,肇庆东,0,1,88,贵广客运专线300km/h,first
D 3629,三水南,1,0,97,贵广客运专线300km/h,middle
D 3629,三水南,0,1,97,贵广客运专线300km/h,middle
D 3629,佛山西,1,0,109,贵广客运专线300km/h,middle
D 3629,佛山西,0,1,115,贵广客运专线300km/h,last
D 3665,肇庆东,0,1,12,贵广客运专线300km/h,first
D 3665,三水南,1,0,22,贵广客运专线300km/h,middle
D 3665,三水南,0,1,22,贵广客运专线300km/h,middle
D 3665,佛山西,1,0,32,贵广客运专线300km/h,middle
D 3665,佛山西,0,1,32,广深线140~180km/h,middle
D 3665,广州,1,0,50,广深线140~180km/h,middle
D 3665,广州,0,1,55,广深线140~180km/h,middle
D 3665,广州东,1,0,63,广深线140~180km/h,middle
D 3665,广州东,0,1,63,广深线140~180km/h,middle
D 3665,石牌,1,0,65,广深线140~180km/h,middle
D 3665,石牌,0,1,65,广深线140~180km/h,middle
D 3665,新塘南,1,0,75,广深线140~180km/h,middle
D 3665,新塘南,0,1,75,广深线140~180km/h,middle
D 3665,东莞,1,0,85,广深线140~180km/h,middle
D 3665,东莞,0,1,85,广深线140~180km/h,middle
D 3665,常平,1,0,91,广深线140~180km/h,middle
D 3665,常平,0,1,91,广深线140~180km/h,middle
D 3665,樟木头,1,0,95,广深线140~180km/h,middle
D 3665,樟木头,0,1,95,广深线140~180km/h,middle
D 3665,平湖,1,0,103,广深线140~180km/h,middle
D 3665,平湖,0,1,103,广深线140~180km/h,middle
D 3665,深圳东,1,0,107,广深线140~180km/h,middle
D 3665,深圳东,0,1,107,广深线140~180km/h,last
D 3712,佛山西,1,0,3,贵广客运专线300km/h,first
D 3712,佛山西,0,1,3,贵广客运专线300km/h,middle
D 3712,广州南,1,0,18,贵广客运专线300km/h,last
D 3734,广州南,0,1,28,贵广客运专线300km/h,first
D 3734,佛山西,1,0,46,贵广客运专线300km/h,last
D 3738,广州南,0,1,41,贵广客运专线300km/h,first
D 3738,佛山西,1,0,61,贵广客运专线300km/h,last
D 3786,广州南,0,1,1,贵广客运专线300km/h,first
D 3786,佛山西,1,0,18,贵广客运专线300km/h,last
D 3790,广州南,0,1,61,贵广客运专线300km/h,first
D 3790,佛山西,1,0,82,贵广客运专线300km/h,last
D 3792,佛山西,0,1,19,贵广客运专线300km/h,first
D 3792,广州南,1,0,40,贵广客运专线300km/h,last
D 3804,肇庆东,0,1,45,贵广客运专线300km/h,first
D 3804,三水南,1,0,54,贵广客运专线300km/h,middle
D 3804,三水南,0,1,54,贵广客运专线300km/h,middle
D 3804,佛山西,1,0,67,贵广客运专线300km/h,middle
D 3804,佛山西,0,1,76,贵广客运专线300km/h,middle
D 3804,广州南,1,0,92,贵广客运专线300km/h,last
D 3858,广州南,0,1,13,贵广客运专线300km/h,first
D 3858,佛山西,1,0,29,贵广客运专线300km/h,last
D 673,惠州南,0,1,64,杭深线250km/h,first
D 673,深圳坪山,1,0,74,杭深线250km/h,middle
D 673,深圳坪山,0,1,76,杭深线250km/h,middle
D 673,深圳北,1,0,97,杭深线250km/h,last
D 7131,容桂,1,0,2,广珠城际线A200km/h,first
D 7131,容桂,0,1,2,广珠城际线A200km/h,middle
D 7131,南头,1,0,4,广珠城际线A200km/h,middle
D 7131,南头,0,1,4,广珠城际线A200km/h,middle
D 7131,小榄,1,0,7,广珠城际线A200km/h,middle
D 7131,小榄,0,1,7,广珠城际线B200km/h,middle
D 7131,中山北,1,0,15,广珠城际线B200km/h,middle
D 7131,中山北,0,1,15,广珠城际线B200km/h,middle
D 7131,中山,1,0,17,广珠城际线B200km/h,middle
D 7131,中山,0,1,19,广珠城际线B200km/h,middle
D 7131,南朗,1,0,25,广珠城际线B200km/h,middle
D 7131,南朗,0,1,25,广珠城际线B200km/h,middle
D 7131,珠海北,1,0,29,广珠城际线B200km/h,middle
D 7131,珠海北,0,1,29,广珠城际线B200km/h,middle
D 7131,唐家湾,1,0,31,广珠城际线B200km/h,middle
D 7131,唐家湾,0,1,31,广珠城际线B200km/h,middle
D 7131,明珠,1,0,36,广珠城际线B200km/h,middle
D 7131,明珠,0,1,36,广珠城际线B200km/h,middle
D 7131,珠海,1,0,46,广珠城际线B200km/h,last
D 7335,惠州北,0,1,81,京港高速线赣深段350km/h,first
D 7335,仲恺,1,0,92,京港高速线赣深段350km/h,middle
D 7335,仲恺,0,1,108,京港高速线赣深段350km/h,last
D 7442,惠州南,0,1,59,杭深线250km/h,first
D 7442,深圳坪山,1,0,67,杭深线250km/h,middle
D 7442,深圳坪山,0,1,67,杭深线250km/h,middle
D 7442,深圳北,1,0,87,杭深线250km/h,last
D 7553,樟木头,1,0,0,广深线140~180km/h,first
D 7553,樟木头,0,1,0,广深线140~180km/h,middle
D 7553,平湖,1,0,8,广深线140~180km/h,middle
D 7553,平湖,0,1,8,广深线140~180km/h,middle
D 7553,深圳东,1,0,12,广深线140~180km/h,middle
D 7553,深圳东,0,1,12,广深线140~180km/h,middle
D 7553,深圳,1,0,24,广深线140~180km/h,last
D 7566,石牌,1,0,0,广深线140~180km/h,first
D 7566,石牌,0,1,0,广深线140~180km/h,middle
D 7566,广州东,1,0,9,广深线140~180km/h,middle
D 7566,广州东,0,1,14,广深线140~180km/h,middle
D 7566,广州,1,0,24,广深线140~180km/h,middle
D 7566,广州,0,1,30,广深线140~180km/h,middle
D 7566,佛山西,1,0,51,广深线140~180km/h,last
G 1009,广州南,0,1,10,广深港高速线350km/h,first
G 1009,庆盛,1,0,20,广深港高速线350km/h,middle
G 1009,庆盛,0,1,20,广深港高速线350km/h,middle
G 1009,虎门,1,0,25,广深港高速线350km/h,middle
G 1009,虎门,0,1,25,广深港高速线350km/h,middle
G 1009,光明城,1,0,33,广深港高速线350km/h,middle
G 1009,光明城,0,1,33,广深港高速线350km/h,middle
G 1009,深圳北,1,0,42,广深港高速线350km/h,last
G 1014,深圳北,0,1,80,广深港高速线350km/h,first
G 1014,光明城,1,0,92,广深港高速线350km/h,middle
G 1014,光明城,0,1,92,广深港高速线350km/h,middle
G 1014,虎门,1,0,103,广深港高速线350km/h,middle
G 1014,虎门,0,1,103,广深港高速线350km/h,middle
G 1014,庆盛,1,0,107,广深港高速线350km/h,middle
G 1014,庆盛,0,1,110,广深港高速线350km/h,middle
G 1014,广州南,1,0,120,广深港高速线350km/h,last
G 1016,广州南,1,0,7,广深港高速线350km/h,first
G 1016,广州南,0,1,16,广深港高速线350km/h,middle
G 1016,庆盛,1,0,25,广深港高速线350km/h,middle
G 1016,庆盛,0,1,26,广深港高速线350km/h,middle
G 1016,虎门,1,0,31,广深港高速线350km/h,middle
G 1016,虎门,0,1,31,广深港高速线350km/h,middle
G 1016,光明城,1,0,39,广深港高速线350km/h,middle
G 1016,光明城,0,1,39,广深港高速线350km/h,middle
G 1016,深圳北,1,0,48,广深港高速线350km/h,last
G 1028,深圳北,0,1,65,广深港高速线350km/h,first
G 1028,光明城,1,0,76,广深港高速线350km/h,middle
G 1028,光明城,0,1,76,广深港高速线350km/h,middle
G 1028,虎门,1,0,85,广深港高速线350km/h,middle
G 1028,虎门,0,1,85,广深港高速线350km/h,middle
G 1028,庆盛,1,0,90,广深港高速线350km/h,middle
G 1028,庆盛,0,1,90,广深港高速线350km/h,middle
G 1028,广州南,1,0,100,广深港高速线350km/h,last
G 1036,深圳北,0,1,75,广深港高速线350km/h,first
G 1036,光明城,1,0,86,广深港高速线350km/h,middle
G 1036,光明城,0,1,86,广深港高速线350km/h,middle
G 1036,虎门,1,0,94,广深港高速线350km/h,middle
G 1036,虎门,0,1,94,广深港高速线350km/h,middle
G 1036,庆盛,1,0,99,广深港高速线350km/h,middle
G 1036,庆盛,0,1,99,广深港高速线350km/h,middle
G 1036,广州南,1,0,107,广深港高速线350km/h,last
G 1038,广州南,0,1,79,广深港高速线350km/h,first
G 1038,庆盛,1,0,87,广深港高速线350km/h,middle
G 1038,庆盛,0,1,87,广深港高速线350km/h,middle
G 1038,虎门,1,0,97,广深港高速线350km/h,middle
G 1038,虎门,0,1,106,广深港高速线350km/h,middle
