_,station,arr,dep,dwell,runtime,train
5,中山,10:26,10:28,2,00:45,C 7623
6,唐家湾,10:39,10:41,2,00:58,C 7623
7,明珠,10:49,10:50,1,01:08,C 7623
8,珠海,11:03,-,0,01:22,C 7623
1,珠海,-,11:06,0,00:00,C 7628
2,明珠,11:16,11:18,2,00:10,C 7628
3,中山北,11:36,11:38,2,00:30,C 7628
4,容桂,11:51,11:58,7,00:45,C 7628
5,广州南,12:15,-,0,01:09,C 7628
1,广州南,-,09:56,0,00:00,C 7625
2,顺德,10:04,10:06,2,00:08,C 7625
3,小榄,10:19,10:20,1,00:23,C 7625
4,中山北,10:29,10:31,2,00:33,C 7625
5,南朗,10:39,10:41,2,00:43,C 7625
6,珠海北,10:47,10:49,2,00:51,C 7625
7,唐家湾,10:53,10:54,1,00:57,C 7625
8,珠海,11:12,-,0,01:16,C 7625
1,珠海,-,11:18,0,00:00,C 7630
2,明珠,11:28,11:30,2,00:10,C 7630
3,中山,11:46,11:48,2,00:28,C 7630
4,容桂,12:04,12:15,11,00:46,C 7630
5,广州南,12:31,-,0,01:13,C 7630
1,珠海,-,11:29,0,00:00,C 7632
2,明珠,11:39,11:41,2,00:10,C 7632
3,南朗,11:53,11:55,2,00:24,C 7632
4,中山北,12:03,12:05,2,00:34,C 7632
5,小榄,12:14,12:20,6,00:45,C 7632
6,广州南,12:42,-,0,01:13,C 7632
1,广州南,-,10:25,0,00:00,C 7629
2,顺德,10:33,10:40,7,00:08,C 7629
3,中山,11:01,11:03,2,00:36,C 7629
4,唐家湾,11:14,11:16,2,00:49,C 7629
5,珠海,11:34,-,0,01:09,C 7629
1,广州南,-,10:50,0,00:00,C 7631
2,中山北,11:14,11:16,2,00:24,C 7631
3,唐家湾,11:29,11:30,1,00:39,C 7631
4,珠海,11:47,-,0,00:57,C 7631
1,珠海,-,11:48,0,00:00,C 7636
2,明珠,11:58,12:00,2,00:10,C 7636
3,唐家湾,12:08,12:10,2,00:20,C 7636
4,南朗,12:17,12:19,2,00:29,C 7636
5,中山,12:26,12:28,2,00:38,C 7636
6,小榄,12:38,12:40,2,00:50,C 7636
7,广州南,13:00,-,0,01:12,C 7636
1,深圳北,-,10:00,0,00:00,G 6142
2,虎门,10:17,10:19,2,00:17,G 6142
3,广州南,10:36,10:57,21,00:36,G 6142
4,中山,11:26,11:28,2,01:26,G 6142
5,珠海,11:53,-,0,01:53,G 6142
1,珠海,-,12:03,0,00:00,C 7638
2,明珠,12:13,12:14,1,00:10,C 7638
3,唐家湾,12:22,12:24,2,00:19,C 7638
4,珠海北,12:28,12:35,7,00:25,C 7638
5,中山,12:45,12:47,2,00:42,C 7638
6,顺德,13:09,13:16,7,01:06,C 7638
7,广州南,13:25,-,0,01:22,C 7638
1,珠海,-,12:17,0,00:00,G 1302
2,中山,12:40,12:42,2,00:23,G 1302
3,广州南,13:13,13:24,11,00:56,G 1302
4,广州北,13:41,13:47,6,01:24,G 1302
5,韶关,14:26,14:28,2,02:09,G 1302
6,郴州西,14:59,15:01,2,02:42,G 1302
7,衡阳东,15:34,15:36,2,03:17,G 1302
8,长沙南,16:17,16:21,4,04:00,G 1302
9,萍乡北,16:48,16:50,2,04:31,G 1302
10,新余北,17:19,17:21,2,05:02,G 1302
11,南昌西,17:53,17:56,3,05:36,G 1302
12,抚州东,18:21,18:23,2,06:04,G 1302
13,鹰潭北,18:36,18:38,2,06:19,G 1302
14,上饶,19:04,19:06,2,06:47,G 1302
15,金华,19:50,19:56,6,07:33,G 1302
16,义乌,20:12,20:15,3,07:55,G 1302
17,杭州东,20:47,20:55,8,08:30,G 1302
18,嘉兴南,21:19,21:21,2,09:02,G 1302
19,上海虹桥,21:51,21:53,2,09:34,G 1302
20,南通西,22:56,22:58,2,10:39,G 1302
21,南通,23:13,-,0,10:56,G 1302
1,广州南,-,11:20,0,00:00,C 7633
2,容桂,11:34,11:41,7,00:14,C 7633
3,小榄,11:48,11:50,2,00:28,C 7633
4,南朗,12:04,12:06,2,00:44,C 7633
5,珠海,12:27,-,0,01:07,C 7633
1,珠海,-,12:42,0,00:00,C 7640
2,容桂,13:17,13:18,1,00:35,C 7640
3,顺德,13:27,13:35,8,00:45,C 7640
4,广州南,13:45,-,0,01:03,C 7640
1,广州南,-,11:31,0,00:00,C 7635
2,顺德,11:39,11:41,2,00:08,C 7635
3,顺德学院,11:46,11:48,2,00:15,C 7635
4,小榄,11:58,12:00,2,00:27,C 7635
5,中山,12:10,12:12,2,00:39,C 7635
6,唐家湾,12:23,12:25,2,00:52,C 7635
7,明珠,12:33,12:34,1,01:02,C 7635
8,珠海,12:47,-,0,01:16,C 7635
1,广州南,-,11:49,0,00:00,C 7637
2,顺德,11:58,12:05,7,00:09,C 7637
3,容桂,12:14,12:16,2,00:25,C 7637
4,中山北,12:29,12:30,1,00:40,C 7637
5,珠海,12:58,-,0,01:09,C 7637
1,珠海,-,13:02,0,00:00,C 7642
2,中山,13:25,13:27,2,00:23,C 7642
3,北滘,13:50,13:51,1,00:48,C 7642
4,广州南,14:00,-,0,00:58,C 7642
1,广州南,-,12:15,0,00:00,C 7639
2,小榄,12:33,12:35,2,00:18,C 7639
3,珠海北,12:53,12:54,1,00:38,C 7639
4,珠海,13:13,-,0,00:58,C 7639
1,珠海,-,13:14,0,00:00,C 7644
2,小榄,13:45,13:46,1,00:31,C 7644
3,南头,13:52,13:53,1,00:38,C 7644
4,广州南,14:11,-,0,00:57,C 7644
1,怀化南,-,07:28,0,00:00,G 6158
2,溆浦南,07:48,07:50,2,00:20,G 6158
3,新化南,08:07,08:09,2,00:39,G 6158
4,邵阳北,08:22,08:24,2,00:54,G 6158
5,娄底南,08:40,08:42,2,01:12,G 6158
6,长沙南,09:16,09:36,20,01:48,G 6158
7,衡阳东,10:13,10:15,2,02:45,G 6158
8,郴州西,10:48,10:50,2,03:20,G 6158
9,英德西,11:36,11:38,2,04:08,G 6158
10,广州南,12:20,12:23,3,04:52,G 6158
11,中山,12:52,12:54,2,05:24,G 6158
12,珠海,13:20,-,0,05:52,G 6158
1,珠海,-,13:30,0,00:00,C 7646
2,明珠,13:40,13:41,1,00:10,C 7646
3,珠海北,13:51,13:58,7,00:21,C 7646
4,中山,14:08,14:10,2,00:38,C 7646
5,容桂,14:25,14:32,7,00:55,C 7646
6,广州南,14:48,-,0,01:18,C 7646
1,广州南,-,12:21,0,00:00,C 7641
2,小榄,12:39,12:46,7,00:18,C 7641
3,中山北,12:55,12:56,1,00:34,C 7641
4,中山,13:01,13:02,1,00:40,C 7641
5,南朗,13:09,13:11,2,00:48,C 7641
6,明珠,13:23,13:25,2,01:02,C 7641
7,珠海,13:38,-,0,01:17,C 7641
1,珠海,-,13:40,0,00:00,G 6156
2,中山,14:03,14:05,2,00:23,G 6156
3,广州南,14:35,14:39,4,00:55,G 6156
4,韶关,15:30,15:32,2,01:50,G 6156
5,郴州西,16:03,16:05,2,02:23,G 6156
6,衡阳东,16:38,16:40,2,02:58,G 6156
7,株洲西,17:07,17:13,6,03:27,G 6156
8,长沙南,17:32,17:52,20,03:52,G 6156
9,韶山南,18:15,18:17,2,04:35,G 6156
10,娄底南,18:34,18:36,2,04:54,G 6156
11,怀化南,19:28,-,0,05:48,G 6156
1,广州南,-,12:43,0,00:00,C 7643
2,南头,12:59,13:00,1,00:16,C 7643
3,中山北,13:12,13:13,1,00:29,C 7643
4,唐家湾,13:26,13:28,2,00:43,C 7643
5,明珠,13:36,13:37,1,00:53,C 7643
6,珠海,13:49,-,0,01:06,C 7643
1,珠海,-,13:53,0,00:00,C 7648
2,南朗,14:12,14:14,2,00:19,C 7648
3,小榄,14:28,14:30,2,00:35,C 7648
4,容桂,14:37,14:44,7,00:44,C 7648
5,广州南,15:01,-,0,01:08,C 7648
1,广州南,-,12:48,0,00:00,C 7645
2,北滘,12:55,12:56,1,00:07,C 7645
3,小榄,13:11,13:12,1,00:23,C 7645
4,中山,13:23,13:24,1,00:35,C 7645
5,珠海北,13:35,13:36,1,00:47,C 7645
6,唐家湾,13:40,13:42,2,00:52,C 7645
7,珠海,14:00,-,0,01:12,C 7645
1,珠海,-,14:04,0,00:00,C 7650
2,明珠,14:14,14:15,1,00:10,C 7650
3,中山北,14:33,14:35,2,00:29,C 7650
4,小榄,14:44,14:45,1,00:40,C 7650
5,顺德,14:58,15:05,7,00:54,C 7650
6,广州南,15:15,-,0,01:11,C 7650
1,广州南,-,13:01,0,00:00,C 7647
2,小榄,13:20,13:22,2,00:19,C 7647
3,中山北,13:31,13:32,1,00:30,C 7647
4,南朗,13:41,13:42,1,00:40,C 7647
5,明珠,13:55,13:56,1,00:54,C 7647
6,珠海,14:09,-,0,01:08,C 7647
1,珠海,-,14:15,0,00:00,C 7652
2,唐家湾,14:30,14:31,1,00:15,C 7652
3,中山,14:43,14:44,1,00:28,C 7652
4,小榄,14:55,14:56,1,00:40,C 7652
5,容桂,15:03,15:10,7,00:48,C 7652
6,北滘,15:21,15:22,1,01:06,C 7652
7,广州南,15:31,-,0,01:16,C 7652
1,珠海,-,14:30,0,00:00,C 7654
2,明珠,14:40,14:41,1,00:10,C 7654
3,中山北,14:59,15:01,2,00:29,C 7654
4,南头,15:13,15:15,2,00:43,C 7654
5,顺德,15:26,15:32,6,00:56,C 7654
6,广州南,15:42,-,0,01:12,C 7654
1,广州南,-,13:21,0,00:00,C 7651
2,顺德,13:29,13:36,7,00:08,C 7651
3,顺德学院,13:42,13:43,1,00:21,C 7651
4,中山北,14:00,14:01,1,00:39,C 7651
5,唐家湾,14:14,14:16,2,00:53,C 7651
6,明珠,14:24,14:25,1,01:03,C 7651
7,珠海,14:38,-,0,01:17,C 7651
1,佛山西,-,13:24,0,00:00,D 7131
2,广州南,13:44,13:48,4,00:20,D 7131
3,中山,14:17,14:19,2,00:53,D 7131
4,珠海,14:46,-,0,01:22,D 7131
1,珠海,-,14:53,0,00:00,C 7658
2,珠海北,15:09,15:11,2,00:16,C 7658
3,南朗,15:17,15:18,1,00:24,C 7658
4,中山北,15:27,15:28,1,00:34,C 7658
5,小榄,15:37,15:39,2,00:44,C 7658
6,容桂,15:46,15:47,1,00:53,C 7658
7,广州南,16:04,-,0,01:11,C 7658
1,广州南,-,13:40,0,00:00,C 7653
2,小榄,13:59,14:01,2,00:19,C 7653
3,南朗,14:15,14:17,2,00:35,C 7653
4,珠海北,14:23,14:31,8,00:43,C 7653
5,明珠,14:41,14:42,1,01:01,C 7653
6,珠海,14:55,-,0,01:15,C 7653
1,珠海,-,15:10,0,00:00,C 7660
2,唐家湾,15:25,15:26,1,00:15,C 7660
3,珠海北,15:31,15:32,1,00:21,C 7660
4,中山,15:42,15:44,2,00:32,C 7660
5,小榄,15:54,15:56,2,00:44,C 7660
6,顺德,16:09,16:16,7,00:59,C 7660
7,北滘,16:20,16:22,2,01:10,C 7660
8,广州南,16:30,-,0,01:20,C 7660
1,广州南,-,14:06,0,00:00,C 7655
2,小榄,14:25,14:27,2,00:19,C 7655
3,中山北,14:36,14:38,2,00:30,C 7655
4,珠海北,14:50,14:51,1,00:44,C 7655
5,明珠,15:00,15:02,2,00:54,C 7655
6,珠海,15:15,-,0,01:09,C 7655
1,珠海,-,15:30,0,00:00,C 7662
2,明珠,15:40,15:41,1,00:10,C 7662
3,中山北,15:59,16:01,2,00:29,C 7662
4,小榄,16:10,16:11,1,00:40,C 7662
5,顺德,16:24,16:31,7,00:54,C 7662
6,广州南,16:42,-,0,01:12,C 7662
1,广州南,-,14:18,0,00:00,C 7657
2,容桂,14:32,14:34,2,00:14,C 7657
3,小榄,14:41,14:42,1,00:23,C 7657
4,中山,14:53,14:54,1,00:35,C 7657
5,南朗,15:01,15:03,2,00:43,C 7657
6,唐家湾,15:10,15:12,2,00:52,C 7657
7,明珠,15:20,15:21,1,01:02,C 7657
8,珠海,15:34,-,0,01:16,C 7657
1,广州南,-,14:24,0,00:00,C 7659
2,顺德,14:33,14:45,12,00:09,C 7659
3,小榄,14:58,15:00,2,00:34,C 7659
4,中山北,15:09,15:10,1,00:45,C 7659
5,珠海北,15:22,15:24,2,00:58,C 7659
6,明珠,15:33,15:34,1,01:09,C 7659
7,珠海,15:47,-,0,01:23,C 7659
1,珠海,-,15:52,0,00:00,C 7664
2,南朗,16:11,16:13,2,00:19,C 7664
3,中山,16:20,16:22,2,00:28,C 7664
4,容桂,16:36,16:43,7,00:44,C 7664
5,顺德,16:52,16:59,7,01:00,C 7664
6,广州南,17:10,-,0,01:18,C 7664
1,珠海,-,16:08,0,00:00,C 7666
2,唐家湾,16:23,16:24,1,00:15,C 7666
3,中山北,16:37,16:39,2,00:29,C 7666
4,小榄,16:48,16:51,3,00:40,C 7666
5,南头,16:56,16:58,2,00:48,C 7666
6,顺德,17:08,17:15,7,01:00,C 7666
7,广州南,17:25,-,0,01:17,C 7666
1,珠海,-,16:08,0,00:00,C 7666
2,唐家湾,16:23,16:24,1,00:15,C 7666
3,中山北,16:37,16:39,2,00:29,C 7666
4,小榄,16:48,16:51,3,00:40,C 7666
5,南头,16:56,16:58,2,00:48,C 7666
6,顺德,17:08,17:15,7,01:00,C 7666
7,广州南,17:25,-,0,01:17,C 7666
1,长沙南,-,12:32,0,00:00,G 6107
2,株洲西,12:47,12:49,2,00:15,G 6107
3,郴州西,13:44,13:46,2,01:12,G 6107
4,韶关,14:17,14:19,2,01:45,G 6107
5,广州南,15:14,15:18,4,02:42,G 6107
6,中山,15:47,15:50,3,03:15,G 6107
7,珠海,16:16,-,0,03:44,G 6107
1,珠海,-,16:23,0,00:00,C 7668
2,明珠,16:33,16:34,1,00:10,C 7668
3,中山,16:51,16:52,1,00:28,C 7668
4,中山北,16:57,16:59,2,00:34,C 7668
5,小榄,17:08,17:15,7,00:45,C 7668
6,北滘,17:29,17:31,2,01:06,C 7668
7,广州南,17:39,-,0,01:16,C 7668
1,广州南,-,15:26,0,00:00,C 7663
2,小榄,15:44,15:46,2,00:18,C 7663
3,中山北,15:55,15:56,1,00:29,C 7663
4,珠海北,16:08,16:10,2,00:42,C 7663
5,明珠,16:19,16:20,1,00:53,C 7663
6,珠海,16:33,-,0,01:07,C 7663
1,珠海,-,16:36,0,00:00,G 6108
2,中山,16:59,17:02,3,00:23,G 6108
3,广州南,17:33,17:40,7,00:57,G 6108
4,韶关,18:31,18:33,2,01:55,G 6108
5,郴州西,19:04,19:06,2,02:28,G 6108
6,衡阳东,19:39,19:41,2,03:03,G 6108
7,长沙南,20:23,-,0,03:47,G 6108
1,梅州西,-,11:22,0,00:00,G 6339
2,丰顺东,11:42,11:44,2,00:20,G 6339
3,揭阳,11:55,11:57,2,00:33,G 6339
4,潮汕,12:14,12:34,20,00:52,G 6339
5,普宁,12:51,12:53,2,01:29,G 6339
6,汕尾,13:22,13:29,7,02:00,G 6339
7,惠东,13:51,13:53,2,02:29,G 6339
8,深圳坪山,14:10,14:12,2,02:48,G 6339
9,深圳北,14:32,14:39,7,03:10,G 6339
10,虎门,14:56,14:58,2,03:34,G 6339
11,广州南,15:15,15:45,30,03:53,G 6339
12,中山,16:14,16:16,2,04:52,G 6339
13,珠海,16:43,-,0,05:21,G 6339
1,珠海,-,16:48,0,00:00,C 7670
2,唐家湾,17:03,17:04,1,00:15,C 7670
3,中山北,17:17,17:19,2,00:29,C 7670
4,小榄,17:28,17:29,1,00:40,C 7670
5,容桂,17:36,17:48,12,00:48,C 7670
6,广州南,18:05,-,0,01:17,C 7670
1,广州南,-,15:38,0,00:00,C 7665
2,小榄,15:56,15:57,1,00:18,C 7665
3,南朗,16:12,16:14,2,00:34,C 7665
4,珠海北,16:20,16:28,8,00:42,C 7665
5,明珠,16:37,16:39,2,00:59,C 7665
6,珠海,16:52,-,0,01:14,C 7665
1,广州南,-,15:53,0,00:00,C 7667
2,小榄,16:11,16:13,2,00:18,C 7667
3,中山北,16:22,16:23,1,00:29,C 7667
4,南朗,16:32,16:33,1,00:39,C 7667
5,明珠,16:46,16:47,1,00:53,C 7667
6,珠海,17:00,-,0,01:07,C 7667
1,珠海,-,17:05,0,00:00,G 6340
2,中山,17:28,17:31,3,00:23,G 6340
3,广州南,18:02,18:28,26,00:57,G 6340
4,虎门,18:45,18:47,2,01:40,G 6340
5,深圳北,19:04,19:10,6,01:59,G 6340
6,汕尾,19:58,20:00,2,02:53,G 6340
7,普宁,20:29,20:31,2,03:24,G 6340
8,潮汕,20:52,21:13,21,03:47,G 6340
9,揭阳机场,21:22,21:24,2,04:17,G 6340
10,揭阳,21:35,21:37,2,04:30,G 6340
11,丰顺东,21:48,21:50,2,04:43,G 6340
12,梅州西,22:11,-,0,05:06,G 6340
1,成都东,-,06:55,0,00:00,D 1841
2,成都南,07:04,07:06,2,00:09,D 1841
3,彭山北,07:28,07:30,2,00:33,D 1841
4,眉山东,07:38,07:44,6,00:43,D 1841
5,屏山,08:34,08:36,2,01:39,D 1841
6,宜宾西,08:48,08:54,6,01:53,D 1841
7,长宁,09:07,09:09,2,02:12,D 1841
8,黔西,10:28,10:35,7,03:33,D 1841
9,贵阳东,11:02,11:07,5,04:07,D 1841
10,榕江,12:10,12:12,2,05:15,D 1841
11,从江,12:33,12:35,2,05:38,D 1841
12,桂林西,13:23,13:27,4,06:28,D 1841
13,钟山西,14:16,14:26,10,07:21,D 1841
14,肇庆东,15:30,15:32,2,08:35,D 1841
15,广州南,16:06,16:13,7,09:11,D 1841
16,中山,16:42,16:44,2,09:47,D 1841
17,珠海,17:10,-,0,10:15,D 1841
1,珠海,-,17:11,0,00:00,C 7672
2,南朗,17:30,17:32,2,00:19,C 7672
3,小榄,17:47,17:54,7,00:36,C 7672
4,北滘,18:09,18:10,1,00:58,C 7672
5,广州南,18:18,-,0,01:07,C 7672
1,珠海,-,17:18,0,00:00,C 7674
2,唐家湾,17:33,17:34,1,00:15,C 7674
3,中山北,17:47,17:49,2,00:29,C 7674
4,小榄,17:58,17:59,1,00:40,C 7674
5,顺德,18:12,18:18,6,00:54,C 7674
6,广州南,18:29,-,0,01:11,C 7674
1,广州南,-,16:05,0,00:00,C 7669
2,容桂,16:19,16:32,13,00:14,C 7669
3,中山北,16:45,16:47,2,00:40,C 7669
4,珠海北,16:59,17:01,2,00:54,C 7669
5,珠海,17:20,-,0,01:15,C 7669
1,珠海,-,17:30,0,00:00,D 7140
2,中山,17:53,17:56,3,00:23,D 7140
3,广州南,18:26,18:30,4,00:56,D 7140
4,佛山西,18:50,-,0,01:20,D 7140
1,珠海,-,17:36,0,00:00,C 7676
2,明珠,17:46,17:47,1,00:10,C 7676
3,中山,18:04,18:05,1,00:28,C 7676
4,小榄,18:21,18:23,2,00:45,C 7676
5,顺德学院,18:34,18:35,1,00:58,C 7676
6,广州南,18:48,-,0,01:12,C 7676
1,广州南,-,16:27,0,00:00,C 7673
2,顺德,16:35,16:42,7,00:08,C 7673
3,小榄,16:55,16:57,2,00:28,C 7673
4,中山北,17:06,17:08,2,00:39,C 7673
5,明珠,17:26,17:27,1,00:59,C 7673
6,珠海,17:41,-,0,01:14,C 7673
1,桂林北,-,13:41,0,00:00,D 2367
2,阳朔,14:05,14:12,7,00:24,D 2367
3,恭城,14:26,14:28,2,00:45,D 2367
4,贺州,14:57,15:05,8,01:16,D 2367
5,广宁,15:47,15:49,2,02:06,D 2367
6,佛山西,16:22,16:25,3,02:41,D 2367
7,广州南,16:43,16:50,7,03:02,D 2367
8,中山,17:19,17:21,2,03:38,D 2367
9,珠海,17:47,-,0,04:06,D 2367
1,广州南,-,16:48,0,00:00,C 7675
2,容桂,17:02,17:09,7,00:14,C 7675
3,小榄,17:16,17:18,2,00:28,C 7675
4,中山北,17:27,17:28,1,00:39,C 7675
5,珠海,17:56,-,0,01:08,C 7675
1,珠海,-,18:05,0,00:00,C 7680
2,明珠,18:15,18:16,1,00:10,C 7680
3,珠海北,18:26,18:33,7,00:21,C 7680
4,南朗,18:39,18:41,2,00:34,C 7680
5,广州南,19:14,-,0,01:09,C 7680
1,珠海,-,18:15,0,00:00,D 942
2,中山,18:38,18:41,3,00:23,D 942
3,广州南,19:11,19:37,26,00:56,D 942
4,深圳北,20:10,20:15,5,01:55,D 942
5,惠州南,20:37,20:49,12,02:22,D 942
6,厦门北,23:26,23:30,4,05:11,D 942
7,宁波,04:07,04:29,22,09:52,D 942
8,杭州东,06:04,06:10,6,11:49,D 942
9,上海虹桥,07:00,-,0,12:45,D 942
1,昆明南,-,08:42,0,00:00,D 3812
2,弥勒,09:12,09:14,2,00:30,D 3812
3,普者黑,09:50,09:54,4,01:08,D 3812
4,珠琳,10:10,10:12,2,01:28,D 3812
5,广南县,10:29,10:31,2,01:47,D 3812
6,富宁,10:54,10:56,2,02:12,D 3812
7,百色,11:36,11:40,4,02:54,D 3812
8,田阳,11:54,11:58,4,03:12,D 3812
9,平果,12:24,12:28,4,03:42,D 3812
10,隆安东,12:39,12:41,2,03:57,D 3812
11,南宁,13:13,13:18,5,04:31,D 3812
12,南宁东,13:29,13:32,3,04:47,D 3812
13,贵港,14:14,14:16,2,05:32,D 3812
14,桂平,14:35,14:37,2,05:53,D 3812
15,平南南,14:51,14:53,2,06:09,D 3812
16,梧州南,15:20,15:24,4,06:38,D 3812
17,云浮东,15:58,16:00,2,07:16,D 3812
18,肇庆东,16:20,16:22,2,07:38,D 3812
19,三水南,16:35,16:37,2,07:53,D 3812
20,佛山西,16:49,16:51,2,08:07,D 3812
21,广州南,17:11,17:21,10,08:29,D 3812
22,中山,17:50,17:54,4,09:08,D 3812
23,珠海,18:21,-,0,09:39,D 3812
1,珠海,-,18:25,0,00:00,C 7682
2,明珠,18:35,18:37,2,00:10,C 7682
3,唐家湾,18:45,18:47,2,00:20,C 7682
4,中山北,19:00,19:02,2,00:35,C 7682
5,小榄,19:11,19:14,3,00:46,C 7682
6,广州南,19:34,-,0,01:09,C 7682
1,广州南,-,17:03,0,00:00,C 7677
2,顺德,17:11,17:13,2,00:08,C 7677
3,小榄,17:27,17:28,1,00:24,C 7677
4,中山,17:43,17:45,2,00:40,C 7677
5,南朗,17:52,17:53,1,00:49,C 7677
6,珠海北,18:00,18:06,6,00:57,C 7677
7,唐家湾,18:10,18:12,2,01:07,C 7677
8,明珠,18:20,18:21,1,01:17,C 7677
9,珠海,18:34,-,0,01:31,C 7677
1,珠海,-,18:50,0,00:00,D 7138
2,中山,19:13,19:16,3,00:23,D 7138
3,广州南,19:46,19:51,5,00:56,D 7138
4,佛山西,20:10,-,0,01:20,D 7138
1,珠海,-,18:57,0,00:00,C 7684
2,明珠,19:07,19:08,1,00:10,C 7684
3,小榄,19:32,19:34,2,00:35,C 7684
4,广州南,19:55,-,0,00:58,C 7684
1,广州南,-,17:34,0,00:00,C 7679
2,容桂,17:49,17:56,7,00:15,C 7679
3,南头,18:01,18:02,1,00:27,C 7679
4,小榄,18:08,18:09,1,00:34,C 7679
5,中山北,18:18,18:20,2,00:44,C 7679
6,唐家湾,18:33,18:34,1,00:59,C 7679
7,明珠,18:42,18:44,2,01:08,C 7679
8,珠海,18:57,-,0,01:23,C 7679
1,珠海,-,19:10,0,00:00,D 924
2,中山,19:33,19:36,3,00:23,D 924
3,广州南,20:06,20:10,4,00:56,D 924
4,长沙南,22:57,23:03,6,03:47,D 924
5,石家庄,05:20,05:23,3,10:10,D 924
6,涿州东,06:22,06:24,2,11:12,D 924
7,北京西,06:51,-,0,11:41,D 924
1,珠海,-,19:10,0,00:00,D 7590
2,广州南,20:06,-,0,00:56,D 7590
1,广州南,-,17:46,0,00:00,C 7681
2,顺德,17:54,17:56,2,00:08,C 7681
3,顺德学院,18:01,18:03,2,00:15,C 7681
4,容桂,18:09,18:11,2,00:23,C 7681
5,小榄,18:18,18:19,1,00:32,C 7681
6,中山北,18:28,18:30,2,00:42,C 7681
7,中山,18:34,18:36,2,00:48,C 7681
8,珠海北,18:46,18:48,2,01:00,C 7681
9,唐家湾,18:52,18:54,2,01:06,C 7681
10,明珠,19:02,19:03,1,01:16,C 7681
11,珠海,19:16,-,0,01:30,C 7681
1,珠海,-,19:21,0,00:00,C 7686
2,明珠,19:31,19:33,2,00:10,C 7686
3,珠海北,19:42,19:44,2,00:21,C 7686
4,中山北,19:56,19:58,2,00:35,C 7686
5,小榄,20:07,20:10,3,00:46,C 7686
6,广州南,20:30,-,0,01:09,C 7686
1,广州南,-,17:55,0,00:00,C 7683
2,北滘,18:02,18:03,1,00:07,C 7683
3,顺德,18:08,18:14,6,00:13,C 7683
4,南头,18:25,18:26,1,00:30,C 7683
5,小榄,18:32,18:33,1,00:37,C 7683
6,中山北,18:42,18:44,2,00:47,C 7683
7,中山,18:48,18:50,2,00:53,C 7683
8,南朗,18:57,18:58,1,01:02,C 7683
9,明珠,19:11,19:12,1,01:16,C 7683
10,珠海,19:27,-,0,01:32,C 7683
1,珠海,-,19:31,0,00:00,C 7688
2,明珠,19:41,19:42,1,00:10,C 7688
3,唐家湾,19:50,19:52,2,00:19,C 7688
4,中山,20:03,20:05,2,00:32,C 7688
5,小榄,20:16,20:19,3,00:45,C 7688
6,广州南,20:40,-,0,01:09,C 7688
1,广州南,-,18:19,0,00:00,C 7685
2,顺德,18:27,18:40,13,00:08,C 7685
3,小榄,18:53,18:55,2,00:34,C 7685
4,中山北,19:04,19:05,1,00:45,C 7685
5,明珠,19:23,19:25,2,01:04,C 7685
6,珠海,19:38,-,0,01:19,C 7685
1,珠海,-,19:45,0,00:00,C 7690
2,唐家湾,20:00,20:01,1,00:15,C 7690
3,中山,20:13,20:14,1,00:28,C 7690
4,小榄,20:25,20:26,1,00:40,C 7690
5,广州南,20:47,-,0,01:02,C 7690
1,广州南,-,18:38,0,00:00,C 7687
2,顺德,18:46,18:48,2,00:08,C 7687
3,容桂,18:57,18:58,1,00:19,C 7687
4,小榄,19:05,19:07,2,00:27,C 7687
5,唐家湾,19:26,19:27,1,00:48,C 7687
6,明珠,19:35,19:37,2,00:57,C 7687
7,珠海,19:50,-,0,01:12,C 7687
1,珠海,-,19:53,0,00:00,C 7692
2,明珠,20:03,20:04,1,00:10,C 7692
3,唐家湾,20:12,20:14,2,00:19,C 7692
4,中山北,20:27,20:29,2,00:34,C 7692
5,小榄,20:38,20:41,3,00:45,C 7692
6,顺德,20:55,20:57,2,01:02,C 7692
7,广州南,21:07,-,0,01:14,C 7692
1,南通,-,08:44,0,00:00,G 1304
2,南通西,08:57,08:59,2,00:13,G 1304
3,张家港,09:14,09:16,2,00:30,G 1304
4,太仓,09:41,09:43,2,00:57,G 1304
5,上海虹桥,10:16,10:18,2,01:32,G 1304
6,嘉兴南,10:46,10:53,7,02:02,G 1304
7,临平南,11:13,11:15,2,02:29,G 1304
8,杭州东,11:25,11:27,2,02:41,G 1304
9,义乌,11:59,12:06,7,03:15,G 1304
10,金华,12:23,12:26,3,03:39,G 1304
11,衢州,12:48,12:50,2,04:04,G 1304
12,玉山南,13:10,13:12,2,04:26,G 1304
13,鹰潭北,13:45,13:47,2,05:01,G 1304
14,南昌西,14:22,14:25,3,05:38,G 1304
15,新余北,14:57,14:59,2,06:13,G 1304
16,宜春,15:14,15:16,2,06:30,G 1304
17,萍乡北,15:35,15:37,2,06:51,G 1304
18,长沙南,16:06,16:12,6,07:22,G 1304
19,衡阳东,16:49,16:51,2,08:05,G 1304
20,郴州西,17:24,17:26,2,08:40,G 1304
21,韶关,17:57,17:59,2,09:13,G 1304
22,广州南,18:56,19:01,5,10:12,G 1304
23,中山,19:30,19:32,2,10:46,G 1304
24,珠海,19:59,-,0,11:15,G 1304
1,珠海,-,20:06,0,00:00,C 7694
2,明珠,20:16,20:17,1,00:10,C 7694
3,中山,20:34,20:35,1,00:28,C 7694
4,中山北,20:40,20:42,2,00:34,C 7694
5,小榄,20:52,20:58,6,00:46,C 7694
